county,precinct,office,district,party,candidate,votes,early_voting,absentee,election_day,provisional
Suwannee,Precinct 13 -  Branford,U.S. House,2,DEM,Write-In,13,4,9,0,0
Suwannee,Precinct 13 -  Branford,U.S. House,2,,Over Votes,0,0,0,0,0
Suwannee,Precinct 13 -  Branford,U.S. House,2,,Under Votes,168,74,63,31,0
Suwannee,Precinct 13 -  Branford,State Senate,5,REP,Jennifer Bradley,1522,839,258,421,4
Suwannee,Precinct 13 -  Branford,State Senate,5,DEM,Melina Rayna Barratt,237,90,99,48,0
Suwannee,Precinct 13 -  Branford,State Senate,5,,Over Votes,0,0,0,0,0
Suwannee,Precinct 13 -  Branford,State Senate,5,,Under Votes,42,24,10,8,0
Suwannee,Precinct 13 -  Branford,State House,10,REP,Chuck Brannan,1520,832,258,426,4
Suwannee,Precinct 13 -  Branford,State House,10,DEM,Rock Aboujaoude Jr,221,91,91,39,0
Suwannee,Precinct 13 -  Branford,State House,10,,Over Votes,0,0,0,0,0
Suwannee,Precinct 13 -  Branford,State House,10,,Under Votes,60,30,18,12,0
Suwannee,Precinct 14 - Clayland,,,,Ballots Cast,863,302,259,302,0
Suwannee,Precinct 14 - Clayland,,,,Ballots Cast Blank,0,0,0,0,0
Suwannee,Precinct 14 - Clayland,President,,REP,Donald J. Trump,705,254,188,263,0
Suwannee,Precinct 14 - Clayland,President,,DEM,Joseph R. Biden,145,46,68,31,0
Suwannee,Precinct 14 - Clayland,President,,LPF,Jo Jorgensen,1,0,0,1,0
Suwannee,Precinct 14 - Clayland,President,,REF,De La Fuente,0,0,0,0,0
Suwannee,Precinct 14 - Clayland,President,,PSL,La Riva,1,0,0,1,0
Suwannee,Precinct 14 - Clayland,President,,GRE,Howie Hawkins,1,1,0,0,0
Suwannee,Precinct 14 - Clayland,President,,CPF,Don Blankenship,1,0,1,0,0
Suwannee,Precinct 14 - Clayland,President,,,Write-In,0,0,0,0,0
Suwannee,Precinct 14 - Clayland,President,,,Over Votes,4,0,1,3,0
Suwannee,Precinct 14 - Clayland,President,,,Under Votes,5,1,1,3,0
Suwannee,Precinct 14 - Clayland,U.S. House,2,REP,Neal Dunn,762,273,210,279,0
Suwannee,Precinct 14 - Clayland,U.S. House,2,DEM,Write-In,8,0,7,1,0
Suwannee,Precinct 14 - Clayland,U.S. House,2,,Over Votes,0,0,0,0,0
Suwannee,Precinct 14 - Clayland,U.S. House,2,,Under Votes,76,24,33,19,0
Suwannee,Precinct 14 - Clayland,State Senate,5,REP,Jennifer Bradley,701,252,191,258,0
Suwannee,Precinct 14 - Clayland,State Senate,5,DEM,Melina Rayna Barratt,133,43,56,34,0
Suwannee,Precinct 14 - Clayland,State Senate,5,,Over Votes,1,0,0,1,0
Suwannee,Precinct 14 - Clayland,State Senate,5,,Under Votes,28,7,12,9,0
Suwannee,Precinct 14 - Clayland,State House,10,REP,Chuck Brannan,720,256,196,268,0
Suwannee,Precinct 14 - Clayland,State House,10,DEM,Rock Aboujaoude Jr,116,39,52,25,0
Suwannee,Precinct 14 - Clayland,State House,10,,Over Votes,0,0,0,0,0
Suwannee,Precinct 14 - Clayland,State House,10,,Under Votes,27,7,11,9,0
Suwannee,Precinct 15 - Pinegrove,,,,Ballots Cast,1002,318,282,402,0
Suwannee,Precinct 15 - Pinegrove,,,,Ballots Cast Blank,0,0,0,0,0
Suwannee,Precinct 15 - Pinegrove,President,,REP,Donald J. Trump,844,275,197,372,0
Suwannee,Precinct 15 - Pinegrove,President,,DEM,Joseph R. Biden,154,43,84,27,0
Suwannee,Precinct 15 - Pinegrove,President,,LPF,Jo Jorgensen,4,0,1,3,0
Suwannee,Precinct 15 - Pinegrove,President,,REF,De La Fuente,0,0,0,0,0
Suwannee,Precinct 15 - Pinegrove,President,,PSL,La Riva,0,0,0,0,0
Suwannee,Precinct 15 - Pinegrove,President,,GRE,Howie Hawkins,0,0,0,0,0
Suwannee,Precinct 15 - Pinegrove,President,,CPF,Don Blankenship,0,0,0,0,0
Suwannee,Precinct 15 - Pinegrove,President,,,Write-In,0,0,0,0,0
Suwannee,Precinct 15 - Pinegrove,President,,,Over Votes,0,0,0,0,0
Suwannee,Precinct 15 - Pinegrove,President,,,Under Votes,0,0,0,0,0
Suwannee,Precinct 15 - Pinegrove,U.S. House,2,REP,Neal Dunn,872,285,211,376,0
Suwannee,Precinct 15 - Pinegrove,U.S. House,2,DEM,Write-In,8,3,5,0,0
Suwannee,Precinct 15 - Pinegrove,U.S. House,2,,Over Votes,0,0,0,0,0
Suwannee,Precinct 15 - Pinegrove,U.S. House,2,,Under Votes,103,25,56,22,0
Suwannee,Precinct 15 - Pinegrove,State Senate,5,REP,Jennifer Bradley,826,264,200,362,0
Suwannee,Precinct 15 - Pinegrove,State Senate,5,DEM,Melina Rayna Barratt,141,40,76,25,0
Suwannee,Precinct 15 - Pinegrove,State Senate,5,,Over Votes,0,0,0,0,0
Suwannee,Precinct 15 - Pinegrove,State Senate,5,,Under Votes,35,14,6,15,0
Suwannee,Precinct 15 - Pinegrove,State House,10,REP,Chuck Brannan,830,268,199,363,0
Suwannee,Precinct 15 - Pinegrove,State House,10,DEM,Rock Aboujaoude Jr,137,39,72,26,0
Suwannee,Precinct 15 - Pinegrove,State House,10,,Over Votes,0,0,0,0,0
Suwannee,Precinct 15 - Pinegrove,State House,10,,Under Votes,35,11,11,13,0
Suwannee,Precinct 16 - Anchor Church,,,,Ballots Cast,1279,527,303,447,2
Suwannee,Precinct 16 - Anchor Church,,,,Ballots Cast Blank,0,0,0,0,0
Suwannee,Precinct 16 - Anchor Church,President,,REP,Donald J. Trump,1056,460,194,401,1
Suwannee,Precinct 16 - Anchor Church,President,,DEM,Joseph R. Biden,210,66,102,41,1
Suwannee,Precinct 16 - Anchor Church,President,,LPF,Jo Jorgensen,8,1,3,4,0
Suwannee,Precinct 16 - Anchor Church,President,,REF,De La Fuente,0,0,0,0,0
Suwannee,Precinct 16 - Anchor Church,President,,PSL,La Riva,0,0,0,0,0
Suwannee,Precinct 16 - Anchor Church,President,,GRE,Howie Hawkins,1,0,0,1,0
Suwannee,Precinct 16 - Anchor Church,President,,CPF,Don Blankenship,1,0,1,0,0
Suwannee,Precinct 16 - Anchor Church,President,,,Write-In,1,0,1,0,0
Suwannee,Precinct 16 - Anchor Church,President,,,Over Votes,2,0,2,0,0
Suwannee,Precinct 16 - Anchor Church,President,,,Under Votes,0,0,0,0,0
Suwannee,Precinct 16 - Anchor Church,U.S. House,2,REP,Neal Dunn,1129,472,245,411,1
Suwannee,Precinct 16 - Anchor Church,U.S. House,2,DEM,Write-In,12,1,11,0,0
Suwannee,Precinct 16 - Anchor Church,U.S. House,2,,Over Votes,0,0,0,0,0
Suwannee,Precinct 16 - Anchor Church,U.S. House,2,,Under Votes,117,43,41,32,1
Suwannee,Precinct 16 - Anchor Church,State Senate,5,REP,Jennifer Bradley,1025,444,193,387,1
Suwannee,Precinct 16 - Anchor Church,State Senate,5,DEM,Melina Rayna Barratt,212,68,102,41,1
Suwannee,Precinct 16 - Anchor Church,State Senate,5,,Over Votes,0,0,0,0,0
Suwannee,Precinct 16 - Anchor Church,State Senate,5,,Under Votes,42,15,8,19,0
Suwannee,Precinct 16 - Anchor Church,State House,10,REP,Chuck Brannan,1037,447,197,392,1
Suwannee,Precinct 16 - Anchor Church,State House,10,DEM,Rock Aboujaoude Jr,202,62,101,38,1
Suwannee,Precinct 16 - Anchor Church,State House,10,,Over Votes,0,0,0,0,0
Suwannee,Precinct 16 - Anchor Church,State House,10,,Under Votes,40,18,5,17,0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
