county,precinct,office,district,party,candidate,election_day,early_voting,mail,votes
Orange,421,NO. 3 CONSTITUTIONAL AMENDMENT ,,,Yes,215,505,707,1427
Orange,421,NO. 3 CONSTITUTIONAL AMENDMENT ,,,No,67,260,289,616
Orange,421,NO. 3 CONSTITUTIONAL AMENDMENT ,,,OVER VOTES,,,,0
Orange,421,NO. 3 CONSTITUTIONAL AMENDMENT ,,,UNDER VOTES,,,,140
Orange,422,NO. 3 CONSTITUTIONAL AMENDMENT ,,,Yes,305,749,842,1896
Orange,422,NO. 3 CONSTITUTIONAL AMENDMENT ,,,No,88,388,406,882
Orange,422,NO. 3 CONSTITUTIONAL AMENDMENT ,,,OVER VOTES,,,,1
Orange,422,NO. 3 CONSTITUTIONAL AMENDMENT ,,,UNDER VOTES,34,78,60,172
Orange,423,NO. 3 CONSTITUTIONAL AMENDMENT ,,,Yes,,,,1668
Orange,423,NO. 3 CONSTITUTIONAL AMENDMENT ,,,No,89,313,343,745
Orange,423,NO. 3 CONSTITUTIONAL AMENDMENT ,,,OVER VOTES,,,,3
Orange,423,NO. 3 CONSTITUTIONAL AMENDMENT ,,,UNDER VOTES,,,,145
Orange,424,NO. 3 CONSTITUTIONAL AMENDMENT ,,,Yes,198,788,804,1790
Orange,424,NO. 3 CONSTITUTIONAL AMENDMENT ,,,No,64,360,354,778
Orange,424,NO. 3 CONSTITUTIONAL AMENDMENT ,,,OVER VOTES,,,,8
Orange,424,NO. 3 CONSTITUTIONAL AMENDMENT ,,,UNDER VOTES,,,,192
Orange,425,NO. 3 CONSTITUTIONAL AMENDMENT ,,,Yes,256,814,864,1934
Orange,425,NO. 3 CONSTITUTIONAL AMENDMENT ,,,No,84,396,406,886
Orange,425,NO. 3 CONSTITUTIONAL AMENDMENT ,,,OVER VOTES,,,,2
Orange,425,NO. 3 CONSTITUTIONAL AMENDMENT ,,,UNDER VOTES,,,,204
Orange,426,NO. 3 CONSTITUTIONAL AMENDMENT ,,,Yes,451,1602,1544,3597
Orange,426,NO. 3 CONSTITUTIONAL AMENDMENT ,,,No,149,681,771,1601
Orange,426,NO. 3 CONSTITUTIONAL AMENDMENT ,,,OVER VOTES,,,,2
Orange,426,NO. 3 CONSTITUTIONAL AMENDMENT ,,,UNDER VOTES,53,167,95,315
Orange,427,NO. 3 CONSTITUTIONAL AMENDMENT ,,,Yes,,,,2703
Orange,427,NO. 3 CONSTITUTIONAL AMENDMENT ,,,No,,,,1147
Orange,427,NO. 3 CONSTITUTIONAL AMENDMENT ,,,OVER VOTES,,,,1
Orange,427,NO. 3 CONSTITUTIONAL AMENDMENT ,,,UNDER VOTES,35,100,83,218
Orange,428,NO. 3 CONSTITUTIONAL AMENDMENT ,,,Yes,,,,1515
Orange,428,NO. 3 CONSTITUTIONAL AMENDMENT ,,,No,53,282,294,629
Orange,428,NO. 3 CONSTITUTIONAL AMENDMENT ,,,OVER VOTES,,,,1
Orange,428,NO. 3 CONSTITUTIONAL AMENDMENT ,,,UNDER VOTES,,,,137
Orange,429,NO. 3 CONSTITUTIONAL AMENDMENT ,,,Yes,315,967,950,2232
Orange,429,NO. 3 CONSTITUTIONAL AMENDMENT ,,,No,,,,924
Orange,429,NO. 3 CONSTITUTIONAL AMENDMENT ,,,OVER VOTES,,,,1
Orange,429,NO. 3 CONSTITUTIONAL AMENDMENT ,,,UNDER VOTES,,,,188
Orange,430,NO. 3 CONSTITUTIONAL AMENDMENT ,,,Yes,,,,4379
Orange,430,NO. 3 CONSTITUTIONAL AMENDMENT ,,,No,372,1222,1176,2770
Orange,430,NO. 3 CONSTITUTIONAL AMENDMENT ,,,OVER VOTES,,,,3
Orange,430,NO. 3 CONSTITUTIONAL AMENDMENT ,,,UNDER VOTES,84,152,154,390
Orange,431,NO. 3 CONSTITUTIONAL AMENDMENT ,,,Yes,309,908,1222,2439
Orange,431,NO. 3 CONSTITUTIONAL AMENDMENT ,,,No,188,677,801,1666
Orange,431,NO. 3 CONSTITUTIONAL AMENDMENT ,,,OVER VOTES,,,,3
Orange,431,NO. 3 CONSTITUTIONAL AMENDMENT ,,,UNDER VOTES,38,101,113,252
Orange,432,NO. 3 CONSTITUTIONAL AMENDMENT ,,,Yes,318,664,756,1738
Orange,432,NO. 3 CONSTITUTIONAL AMENDMENT ,,,No,186,471,409,1066
Orange,432,NO. 3 CONSTITUTIONAL AMENDMENT ,,,OVER VOTES,,,,2
Orange,432,NO. 3 CONSTITUTIONAL AMENDMENT ,,,UNDER VOTES,39,63,60,162
Orange,433,NO. 3 CONSTITUTIONAL AMENDMENT ,,,Yes,668,1041,1212,2921
Orange,433,NO. 3 CONSTITUTIONAL AMENDMENT ,,,No,445,670,686,1801
Orange,433,NO. 3 CONSTITUTIONAL AMENDMENT ,,,OVER VOTES,,,,2
Orange,433,NO. 3 CONSTITUTIONAL AMENDMENT ,,,UNDER VOTES,81,99,93,273
Orange,434,NO. 3 CONSTITUTIONAL AMENDMENT ,,,Yes,,,,10
Orange,434,NO. 3 CONSTITUTIONAL AMENDMENT ,,,No,,,,14
Orange,434,NO. 3 CONSTITUTIONAL AMENDMENT ,,,OVER VOTES,,,,0
Orange,434,NO. 3 CONSTITUTIONAL AMENDMENT ,,,UNDER VOTES,,,,0
Orange,435,NO. 3 CONSTITUTIONAL AMENDMENT ,,,Yes,327,825,759,1911
Orange,435,NO. 3 CONSTITUTIONAL AMENDMENT ,,,No,81,433,360,874
Orange,435,NO. 3 CONSTITUTIONAL AMENDMENT ,,,OVER VOTES,,,,3
Orange,435,NO. 3 CONSTITUTIONAL AMENDMENT ,,,UNDER VOTES,,,,167
Orange,436,NO. 3 CONSTITUTIONAL AMENDMENT ,,,Yes,293,450,579,1322
Orange,436,NO. 3 CONSTITUTIONAL AMENDMENT ,,,No,121,279,299,699
Orange,436,NO. 3 CONSTITUTIONAL AMENDMENT ,,,OVER VOTES,,,,1
Orange,436,NO. 3 CONSTITUTIONAL AMENDMENT ,,,UNDER VOTES,,,,111
Orange,437,NO. 3 CONSTITUTIONAL AMENDMENT ,,,Yes,396,667,809,1872
Orange,437,NO. 3 CONSTITUTIONAL AMENDMENT ,,,No,192,415,426,1033
Orange,437,NO. 3 CONSTITUTIONAL AMENDMENT ,,,OVER VOTES,,,,2
Orange,437,NO. 3 CONSTITUTIONAL AMENDMENT ,,,UNDER VOTES,43,77,58,178
Orange,438,NO. 3 CONSTITUTIONAL AMENDMENT ,,,Yes,281,962,974,2217
Orange,438,NO. 3 CONSTITUTIONAL AMENDMENT ,,,No,76,566,534,1176
Orange,438,NO. 3 CONSTITUTIONAL AMENDMENT ,,,OVER VOTES,,,,0
Orange,438,NO. 3 CONSTITUTIONAL AMENDMENT ,,,UNDER VOTES,45,73,73,191
Orange,439,NO. 3 CONSTITUTIONAL AMENDMENT ,,,Yes,,,,1646
Orange,439,NO. 3 CONSTITUTIONAL AMENDMENT ,,,No,99,390,324,813
Orange,439,NO. 3 CONSTITUTIONAL AMENDMENT ,,,OVER VOTES,,,,2
Orange,439,NO. 3 CONSTITUTIONAL AMENDMENT ,,,UNDER VOTES,,,,148
Orange,440,NO. 3 CONSTITUTIONAL AMENDMENT ,,,Yes,628,1064,1160,2852
Orange,440,NO. 3 CONSTITUTIONAL AMENDMENT ,,,No,318,679,610,1607
Orange,440,NO. 3 CONSTITUTIONAL AMENDMENT ,,,OVER VOTES,,,,1
Orange,440,NO. 3 CONSTITUTIONAL AMENDMENT ,,,UNDER VOTES,,,,239
Orange,441,NO. 3 CONSTITUTIONAL AMENDMENT ,,,Yes,146,488,454,1088
Orange,441,NO. 3 CONSTITUTIONAL AMENDMENT ,,,No,47,250,216,513
Orange,441,NO. 3 CONSTITUTIONAL AMENDMENT ,,,OVER VOTES,,,,3
Orange,441,NO. 3 CONSTITUTIONAL AMENDMENT ,,,UNDER VOTES,,,,112
Orange,501,NO. 3 CONSTITUTIONAL AMENDMENT ,,,Yes,249,711,852,1812
Orange,501,NO. 3 CONSTITUTIONAL AMENDMENT ,,,No,,,,1349
Orange,501,NO. 3 CONSTITUTIONAL AMENDMENT ,,,OVER VOTES,,,,2
Orange,501,NO. 3 CONSTITUTIONAL AMENDMENT ,,,UNDER VOTES,,,,206
Orange,502,NO. 3 CONSTITUTIONAL AMENDMENT ,,,Yes,,,,2090
Orange,502,NO. 3 CONSTITUTIONAL AMENDMENT ,,,No,233,676,707,1616
Orange,502,NO. 3 CONSTITUTIONAL AMENDMENT ,,,OVER VOTES,,,,1
Orange,502,NO. 3 CONSTITUTIONAL AMENDMENT ,,,UNDER VOTES,31,63,71,165
Orange,503,NO. 3 CONSTITUTIONAL AMENDMENT ,,,Yes,201,374,441,1016
Orange,503,NO. 3 CONSTITUTIONAL AMENDMENT ,,,No,128,386,364,878
Orange,503,NO. 3 CONSTITUTIONAL AMENDMENT ,,,OVER VOTES,,,,3
Orange,503,NO. 3 CONSTITUTIONAL AMENDMENT ,,,UNDER VOTES,,,,93
Orange,504,NO. 3 CONSTITUTIONAL AMENDMENT ,,,Yes,130,284,349,763
Orange,504,NO. 3 CONSTITUTIONAL AMENDMENT ,,,No,151,303,360,814
Orange,504,NO. 3 CONSTITUTIONAL AMENDMENT ,,,OVER VOTES,,,,0
Orange,504,NO. 3 CONSTITUTIONAL AMENDMENT ,,,UNDER VOTES,,,,74
Orange,505,NO. 3 CONSTITUTIONAL AMENDMENT ,,,Yes,119,451,507,1077
Orange,505,NO. 3 CONSTITUTIONAL AMENDMENT ,,,No,,,,884
Orange,505,NO. 3 CONSTITUTIONAL AMENDMENT ,,,OVER VOTES,,,,1
Orange,505,NO. 3 CONSTITUTIONAL AMENDMENT ,,,UNDER VOTES,,,,84
Orange,506,NO. 3 CONSTITUTIONAL AMENDMENT ,,,Yes,292,641,342,1275
Orange,506,NO. 3 CONSTITUTIONAL AMENDMENT ,,,No,75,265,149,489
Orange,506,NO. 3 CONSTITUTIONAL AMENDMENT ,,,OVER VOTES,,,,2
Orange,506,NO. 3 CONSTITUTIONAL AMENDMENT ,,,UNDER VOTES,,,,95
Orange,507,NO. 3 CONSTITUTIONAL AMENDMENT ,,,Yes,167,351,450,968
Orange,507,NO. 3 CONSTITUTIONAL AMENDMENT ,,,No,177,405,386,968
Orange,507,NO. 3 CONSTITUTIONAL AMENDMENT ,,,OVER VOTES,,,,3
Orange,507,NO. 3 CONSTITUTIONAL AMENDMENT ,,,UNDER VOTES,,,,101
Orange,508,NO. 3 CONSTITUTIONAL AMENDMENT ,,,Yes,,,,1604
Orange,508,NO. 3 CONSTITUTIONAL AMENDMENT ,,,No,234,532,619,1385
Orange,508,NO. 3 CONSTITUTIONAL AMENDMENT ,,,OVER VOTES,,,,2
Orange,508,NO. 3 CONSTITUTIONAL AMENDMENT ,,,UNDER VOTES,40,63,62,165
Orange,509,NO. 3 CONSTITUTIONAL AMENDMENT ,,,Yes,210,397,515,1122
Orange,509,NO. 3 CONSTITUTIONAL AMENDMENT ,,,No,186,397,446,1029
Orange,509,NO. 3 CONSTITUTIONAL AMENDMENT ,,,OVER VOTES,,,,2
Orange,509,NO. 3 CONSTITUTIONAL AMENDMENT ,,,UNDER VOTES,,,,127
Orange,510,NO. 3 CONSTITUTIONAL AMENDMENT ,,,Yes,,,,1145
Orange,510,NO. 3 CONSTITUTIONAL AMENDMENT ,,,No,,,,960
Orange,510,NO. 3 CONSTITUTIONAL AMENDMENT ,,,OVER VOTES,,,,1
Orange,510,NO. 3 CONSTITUTIONAL AMENDMENT ,,,UNDER VOTES,,,,131
Orange,511,NO. 3 CONSTITUTIONAL AMENDMENT ,,,Yes,,,,1087
Orange,511,NO. 3 CONSTITUTIONAL AMENDMENT ,,,No,,,,960
Orange,511,NO. 3 CONSTITUTIONAL AMENDMENT ,,,OVER VOTES,,,,1
Orange,511,NO. 3 CONSTITUTIONAL AMENDMENT ,,,UNDER VOTES,35,44,39,118
Orange,512,NO. 3 CONSTITUTIONAL AMENDMENT ,,,Yes,243,523,609,1375
Orange,512,NO. 3 CONSTITUTIONAL AMENDMENT ,,,No,110,370,440,920
Orange,512,NO. 3 CONSTITUTIONAL AMENDMENT ,,,OVER VOTES,,,,4
Orange,512,NO. 3 CONSTITUTIONAL AMENDMENT ,,,UNDER VOTES,35,75,77,187
Orange,513,NO. 3 CONSTITUTIONAL AMENDMENT ,,,Yes,,,,870
Orange,513,NO. 3 CONSTITUTIONAL AMENDMENT ,,,No,,,,773
Orange,513,NO. 3 CONSTITUTIONAL AMENDMENT ,,,OVER VOTES,,,,0
Orange,513,NO. 3 CONSTITUTIONAL AMENDMENT ,,,UNDER VOTES,,,,105
Orange,514,NO. 3 CONSTITUTIONAL AMENDMENT ,,,Yes,280,641,729,1650
Orange,514,NO. 3 CONSTITUTIONAL AMENDMENT ,,,No,203,564,584,1351
Orange,514,NO. 3 CONSTITUTIONAL AMENDMENT ,,,OVER VOTES,,,,5
Orange,514,NO. 3 CONSTITUTIONAL AMENDMENT ,,,UNDER VOTES,,,,169
Orange,515,NO. 3 CONSTITUTIONAL AMENDMENT ,,,Yes,339,565,795,1699
Orange,515,NO. 3 CONSTITUTIONAL AMENDMENT ,,,No,428,693,806,1927
Orange,515,NO. 3 CONSTITUTIONAL AMENDMENT ,,,OVER VOTES,,,,2
Orange,515,NO. 3 CONSTITUTIONAL AMENDMENT ,,,UNDER VOTES,53,62,108,223
Orange,516,NO. 3 CONSTITUTIONAL AMENDMENT ,,,Yes,142,224,279,645
Orange,516,NO. 3 CONSTITUTIONAL AMENDMENT ,,,No,138,280,290,708
Orange,516,NO. 3 CONSTITUTIONAL AMENDMENT ,,,OVER VOTES,,,,2
Orange,516,NO. 3 CONSTITUTIONAL AMENDMENT ,,,UNDER VOTES,,,,77
Orange,517,NO. 3 CONSTITUTIONAL AMENDMENT ,,,Yes,192,477,814,1483
Orange,517,NO. 3 CONSTITUTIONAL AMENDMENT ,,,No,224,506,778,1508
Orange,517,NO. 3 CONSTITUTIONAL AMENDMENT ,,,OVER VOTES,,,,6
Orange,517,NO. 3 CONSTITUTIONAL AMENDMENT ,,,UNDER VOTES,,,,195
Orange,518,NO. 3 CONSTITUTIONAL AMENDMENT ,,,Yes,92,167,262,521
Orange,518,NO. 3 CONSTITUTIONAL AMENDMENT ,,,No,136,269,304,709
Orange,518,NO. 3 CONSTITUTIONAL AMENDMENT ,,,OVER VOTES,,,,2
Orange,518,NO. 3 CONSTITUTIONAL AMENDMENT ,,,UNDER VOTES,,,,75
Orange,519,NO. 3 CONSTITUTIONAL AMENDMENT ,,,Yes,117,356,455,928
Orange,519,NO. 3 CONSTITUTIONAL AMENDMENT ,,,No,122,372,406,900
Orange,519,NO. 3 CONSTITUTIONAL AMENDMENT ,,,OVER VOTES,,,,2
Orange,519,NO. 3 CONSTITUTIONAL AMENDMENT ,,,UNDER VOTES,,,,124
Orange,520,NO. 3 CONSTITUTIONAL AMENDMENT ,,,Yes,220,354,551,1125
Orange,520,NO. 3 CONSTITUTIONAL AMENDMENT ,,,No,154,327,454,935
Orange,520,NO. 3 CONSTITUTIONAL AMENDMENT ,,,OVER VOTES,,,,2
Orange,520,NO. 3 CONSTITUTIONAL AMENDMENT ,,,UNDER VOTES,,,,144
Orange,521,NO. 3 CONSTITUTIONAL AMENDMENT ,,,Yes,182,421,569,1172
Orange,521,NO. 3 CONSTITUTIONAL AMENDMENT ,,,No,171,436,493,1100
Orange,521,NO. 3 CONSTITUTIONAL AMENDMENT ,,,OVER VOTES,,,,1
Orange,521,NO. 3 CONSTITUTIONAL AMENDMENT ,,,UNDER VOTES,,,,134
Orange,522,NO. 3 CONSTITUTIONAL AMENDMENT ,,,Yes,95,362,579,1036
Orange,522,NO. 3 CONSTITUTIONAL AMENDMENT ,,,No,148,472,637,1257
Orange,522,NO. 3 CONSTITUTIONAL AMENDMENT ,,,OVER VOTES,,,,1
Orange,522,NO. 3 CONSTITUTIONAL AMENDMENT ,,,UNDER VOTES,,,,184
Orange,523,NO. 3 CONSTITUTIONAL AMENDMENT ,,,Yes,108,207,225,540
Orange,523,NO. 3 CONSTITUTIONAL AMENDMENT ,,,No,,,,575
Orange,523,NO. 3 CONSTITUTIONAL AMENDMENT ,,,OVER VOTES,,,,2
Orange,523,NO. 3 CONSTITUTIONAL AMENDMENT ,,,UNDER VOTES,,,,74
Orange,524,NO. 3 CONSTITUTIONAL AMENDMENT ,,,Yes,345,642,746,1733
Orange,524,NO. 3 CONSTITUTIONAL AMENDMENT ,,,No,178,519,593,1290
Orange,524,NO. 3 CONSTITUTIONAL AMENDMENT ,,,OVER VOTES,,,,1
Orange,524,NO. 3 CONSTITUTIONAL AMENDMENT ,,,UNDER VOTES,57,50,64,171
Orange,525,NO. 3 CONSTITUTIONAL AMENDMENT ,,,Yes,,,,2822
Orange,525,NO. 3 CONSTITUTIONAL AMENDMENT ,,,No,,,,2242
Orange,525,NO. 3 CONSTITUTIONAL AMENDMENT ,,,OVER VOTES,,,,3
Orange,525,NO. 3 CONSTITUTIONAL AMENDMENT ,,,UNDER VOTES,52,108,149,309
Orange,526,NO. 3 CONSTITUTIONAL AMENDMENT ,,,Yes,,,,1414
Orange,526,NO. 3 CONSTITUTIONAL AMENDMENT ,,,No,125,245,297,667
Orange,526,NO. 3 CONSTITUTIONAL AMENDMENT ,,,OVER VOTES,,,,1
Orange,526,NO. 3 CONSTITUTIONAL AMENDMENT ,,,UNDER VOTES,48,49,54,151
Orange,527,NO. 3 CONSTITUTIONAL AMENDMENT ,,,Yes,164,366,468,998
Orange,527,NO. 3 CONSTITUTIONAL AMENDMENT ,,,No,140,342,407,889
Orange,527,NO. 3 CONSTITUTIONAL AMENDMENT ,,,OVER VOTES,,,,2
Orange,527,NO. 3 CONSTITUTIONAL AMENDMENT ,,,UNDER VOTES,,,,107
Orange,528,NO. 3 CONSTITUTIONAL AMENDMENT ,,,Yes,,,,1553
Orange,528,NO. 3 CONSTITUTIONAL AMENDMENT ,,,No,119,299,314,732
Orange,528,NO. 3 CONSTITUTIONAL AMENDMENT ,,,OVER VOTES,,,,1
Orange,528,NO. 3 CONSTITUTIONAL AMENDMENT ,,,UNDER VOTES,48,50,50,148
Orange,529,NO. 3 CONSTITUTIONAL AMENDMENT ,,,Yes,,,,1103
Orange,529,NO. 3 CONSTITUTIONAL AMENDMENT ,,,No,146,235,214,595
Orange,529,NO. 3 CONSTITUTIONAL AMENDMENT ,,,OVER VOTES,,,,1
Orange,529,NO. 3 CONSTITUTIONAL AMENDMENT ,,,UNDER VOTES,,,,94
Orange,530,NO. 3 CONSTITUTIONAL AMENDMENT ,,,Yes,322,420,565,1307
Orange,530,NO. 3 CONSTITUTIONAL AMENDMENT ,,,No,132,269,291,692
Orange,530,NO. 3 CONSTITUTIONAL AMENDMENT ,,,OVER VOTES,,,,0
Orange,530,NO. 3 CONSTITUTIONAL AMENDMENT ,,,UNDER VOTES,32,36,46,114
Orange,531,NO. 3 CONSTITUTIONAL AMENDMENT ,,,Yes,146,341,631,1118
Orange,531,NO. 3 CONSTITUTIONAL AMENDMENT ,,,No,159,444,443,1046
Orange,531,NO. 3 CONSTITUTIONAL AMENDMENT ,,,OVER VOTES,,,,3
Orange,531,NO. 3 CONSTITUTIONAL AMENDMENT ,,,UNDER VOTES,,,,127
Orange,532,NO. 3 CONSTITUTIONAL AMENDMENT ,,,Yes,290,542,725,1557
Orange,532,NO. 3 CONSTITUTIONAL AMENDMENT ,,,No,93,366,409,868
Orange,532,NO. 3 CONSTITUTIONAL AMENDMENT ,,,OVER VOTES,,,,2
Orange,532,NO. 3 CONSTITUTIONAL AMENDMENT ,,,UNDER VOTES,30,58,51,139
Orange,533,NO. 3 CONSTITUTIONAL AMENDMENT ,,,Yes,,,,1637
Orange,533,NO. 3 CONSTITUTIONAL AMENDMENT ,,,No,174,402,412,988
Orange,533,NO. 3 CONSTITUTIONAL AMENDMENT ,,,OVER VOTES,,,,2
Orange,533,NO. 3 CONSTITUTIONAL AMENDMENT ,,,UNDER VOTES,50,59,45,154
Orange,534,NO. 3 CONSTITUTIONAL AMENDMENT ,,,Yes,255,387,438,1080
Orange,534,NO. 3 CONSTITUTIONAL AMENDMENT ,,,No,124,241,251,616
Orange,534,NO. 3 CONSTITUTIONAL AMENDMENT ,,,OVER VOTES,,,,3
Orange,534,NO. 3 CONSTITUTIONAL AMENDMENT ,,,UNDER VOTES,,,,91
Orange,535,NO. 3 CONSTITUTIONAL AMENDMENT ,,,Yes,383,704,914,2001
Orange,535,NO. 3 CONSTITUTIONAL AMENDMENT ,,,No,186,567,559,1312
Orange,535,NO. 3 CONSTITUTIONAL AMENDMENT ,,,OVER VOTES,,,,3
Orange,535,NO. 3 CONSTITUTIONAL AMENDMENT ,,,UNDER VOTES,38,62,81,181
Orange,536,NO. 3 CONSTITUTIONAL AMENDMENT ,,,Yes,237,760,608,1605
Orange,536,NO. 3 CONSTITUTIONAL AMENDMENT ,,,No,114,524,416,1054
Orange,536,NO. 3 CONSTITUTIONAL AMENDMENT ,,,OVER VOTES,,,,1
Orange,536,NO. 3 CONSTITUTIONAL AMENDMENT ,,,UNDER VOTES,35,47,40,122
Orange,537,NO. 3 CONSTITUTIONAL AMENDMENT ,,,Yes,272,503,372,1147
Orange,537,NO. 3 CONSTITUTIONAL AMENDMENT ,,,No,70,230,157,457
Orange,537,NO. 3 CONSTITUTIONAL AMENDMENT ,,,OVER VOTES,,,,2
Orange,537,NO. 3 CONSTITUTIONAL AMENDMENT ,,,UNDER VOTES,,,,88
Orange,538,NO. 3 CONSTITUTIONAL AMENDMENT ,,,Yes,,,,591
Orange,538,NO. 3 CONSTITUTIONAL AMENDMENT ,,,No,,,,178
Orange,538,NO. 3 CONSTITUTIONAL AMENDMENT ,,,OVER VOTES,,,,0
Orange,538,NO. 3 CONSTITUTIONAL AMENDMENT ,,,UNDER VOTES,,,,40
Orange,539,NO. 3 CONSTITUTIONAL AMENDMENT ,,,Yes,,,,2284
Orange,539,NO. 3 CONSTITUTIONAL AMENDMENT ,,,No,,,,1036
Orange,539,NO. 3 CONSTITUTIONAL AMENDMENT ,,,OVER VOTES,,,,1
Orange,539,NO. 3 CONSTITUTIONAL AMENDMENT ,,,UNDER VOTES,46,92,49,187
Orange,540,NO. 3 CONSTITUTIONAL AMENDMENT ,,,Yes,,,,1549
Orange,540,NO. 3 CONSTITUTIONAL AMENDMENT ,,,No,360,259,361,980
Orange,540,NO. 3 CONSTITUTIONAL AMENDMENT ,,,OVER VOTES,,,,0
Orange,540,NO. 3 CONSTITUTIONAL AMENDMENT ,,,UNDER VOTES,74,47,53,174
Orange,541,NO. 3 CONSTITUTIONAL AMENDMENT ,,,Yes,,,,1310
Orange,541,NO. 3 CONSTITUTIONAL AMENDMENT ,,,No,133,325,280,738
Orange,541,NO. 3 CONSTITUTIONAL AMENDMENT ,,,OVER VOTES,,,,2
Orange,541,NO. 3 CONSTITUTIONAL AMENDMENT ,,,UNDER VOTES,32,48,33,113
Orange,542,NO. 3 CONSTITUTIONAL AMENDMENT ,,,Yes,,,,2014
Orange,542,NO. 3 CONSTITUTIONAL AMENDMENT ,,,No,,,,1472
Orange,542,NO. 3 CONSTITUTIONAL AMENDMENT ,,,OVER VOTES,,,,1
Orange,542,NO. 3 CONSTITUTIONAL AMENDMENT ,,,UNDER VOTES,48,62,64,174
Orange,543,NO. 3 CONSTITUTIONAL AMENDMENT ,,,Yes,514,342,527,1383
Orange,543,NO. 3 CONSTITUTIONAL AMENDMENT ,,,No,266,267,325,858
Orange,543,NO. 3 CONSTITUTIONAL AMENDMENT ,,,OVER VOTES,,,,0
Orange,543,NO. 3 CONSTITUTIONAL AMENDMENT ,,,UNDER VOTES,,,,132
Orange,544,NO. 3 CONSTITUTIONAL AMENDMENT ,,,Yes,,,,2723
Orange,544,NO. 3 CONSTITUTIONAL AMENDMENT ,,,No,614,634,697,1945
Orange,544,NO. 3 CONSTITUTIONAL AMENDMENT ,,,OVER VOTES,,,,3
Orange,544,NO. 3 CONSTITUTIONAL AMENDMENT ,,,UNDER VOTES,121,85,81,287
Orange,545,NO. 3 CONSTITUTIONAL AMENDMENT ,,,Yes,373,99,182,654
Orange,545,NO. 3 CONSTITUTIONAL AMENDMENT ,,,No,401,60,122,583
Orange,545,NO. 3 CONSTITUTIONAL AMENDMENT ,,,OVER VOTES,,,,0
Orange,545,NO. 3 CONSTITUTIONAL AMENDMENT ,,,UNDER VOTES,,,,79
Orange,546,NO. 3 CONSTITUTIONAL AMENDMENT ,,,Yes,250,612,634,1496
Orange,546,NO. 3 CONSTITUTIONAL AMENDMENT ,,,No,103,342,316,761
Orange,546,NO. 3 CONSTITUTIONAL AMENDMENT ,,,OVER VOTES,,,,2
Orange,546,NO. 3 CONSTITUTIONAL AMENDMENT ,,,UNDER VOTES,,,,133
Orange,547,NO. 3 CONSTITUTIONAL AMENDMENT ,,,Yes,95,192,184,471
Orange,547,NO. 3 CONSTITUTIONAL AMENDMENT ,,,No,34,88,84,206
Orange,547,NO. 3 CONSTITUTIONAL AMENDMENT ,,,OVER VOTES,,,,0
Orange,547,NO. 3 CONSTITUTIONAL AMENDMENT ,,,UNDER VOTES,,,,55
Orange,548,NO. 3 CONSTITUTIONAL AMENDMENT ,,,Yes,189,370,503,1062
Orange,548,NO. 3 CONSTITUTIONAL AMENDMENT ,,,No,93,292,339,724
Orange,548,NO. 3 CONSTITUTIONAL AMENDMENT ,,,OVER VOTES,,,,0
Orange,548,NO. 3 CONSTITUTIONAL AMENDMENT ,,,UNDER VOTES,,,,90
Orange,549,NO. 3 CONSTITUTIONAL AMENDMENT ,,,Yes,,,,1838
Orange,549,NO. 3 CONSTITUTIONAL AMENDMENT ,,,No,128,482,378,988
Orange,549,NO. 3 CONSTITUTIONAL AMENDMENT ,,,OVER VOTES,,,,0
Orange,549,NO. 3 CONSTITUTIONAL AMENDMENT ,,,UNDER VOTES,32,74,59,165
Orange,601,NO. 3 CONSTITUTIONAL AMENDMENT ,,,Yes,,,,1089
Orange,601,NO. 3 CONSTITUTIONAL AMENDMENT ,,,No,62,142,183,387
Orange,601,NO. 3 CONSTITUTIONAL AMENDMENT ,,,OVER VOTES,,,,1
Orange,601,NO. 3 CONSTITUTIONAL AMENDMENT ,,,UNDER VOTES,38,74,45,157
Orange,602,NO. 3 CONSTITUTIONAL AMENDMENT ,,,Yes,,,,1198
Orange,602,NO. 3 CONSTITUTIONAL AMENDMENT ,,,No,79,251,269,599
Orange,602,NO. 3 CONSTITUTIONAL AMENDMENT ,,,OVER VOTES,,,,1
Orange,602,NO. 3 CONSTITUTIONAL AMENDMENT ,,,UNDER VOTES,,,,149
Orange,603,NO. 3 CONSTITUTIONAL AMENDMENT ,,,Yes,235,247,362,844
Orange,603,NO. 3 CONSTITUTIONAL AMENDMENT ,,,No,69,140,172,381
Orange,603,NO. 3 CONSTITUTIONAL AMENDMENT ,,,OVER VOTES,,,,0
Orange,603,NO. 3 CONSTITUTIONAL AMENDMENT ,,,UNDER VOTES,,,,97
Orange,604,NO. 3 CONSTITUTIONAL AMENDMENT ,,,Yes,,,,1363
Orange,604,NO. 3 CONSTITUTIONAL AMENDMENT ,,,No,,,,710
Orange,604,NO. 3 CONSTITUTIONAL AMENDMENT ,,,OVER VOTES,,,,1
Orange,604,NO. 3 CONSTITUTIONAL AMENDMENT ,,,UNDER VOTES,,,,178
Orange,605,NO. 3 CONSTITUTIONAL AMENDMENT ,,,Yes,194,429,477,1100
Orange,605,NO. 3 CONSTITUTIONAL AMENDMENT ,,,No,57,249,206,512
Orange,605,NO. 3 CONSTITUTIONAL AMENDMENT ,,,OVER VOTES,,,,1
Orange,605,NO. 3 CONSTITUTIONAL AMENDMENT ,,,UNDER VOTES,,,,178
