county,precint,office,district,candidate,party,votes
Escambia,Precinct 91,State House,1,Michelle Salzman,REP,2751
Escambia,Precinct 101,State House,1,Michelle Salzman,REP,1151
Escambia,Precinct 102,State House,1,Michelle Salzman,REP,1270
Escambia,Precinct 103,State House,1,Michelle Salzman,REP,499
Escambia,Precinct 104,State House,1,Michelle Salzman,REP,543
Escambia,Precinct 110,State House,1,Michelle Salzman,REP,1081
Escambia,Precinct 111,State House,1,Michelle Salzman,REP,1664
Escambia,Precinct 112,State House,1,Michelle Salzman,REP,3769
Escambia,Precinct 113,State House,1,Michelle Salzman,REP,600
Escambia,Precinct 114,State House,1,Michelle Salzman,REP,1841
Escambia,Precinct 5,State House,1,Franscine C. Mathis,DEM,584
Escambia,Precinct 6,State House,1,Franscine C. Mathis,DEM,337
Escambia,Precinct 7,State House,1,Franscine C. Mathis,DEM,1142
Escambia,Precinct 11,State House,1,Franscine C. Mathis,DEM,152
Escambia,Precinct 18,State House,1,Franscine C. Mathis,DEM,44
Escambia,Precinct 19,State House,1,Franscine C. Mathis,DEM,465
Escambia,Precinct 21,State House,1,Franscine C. Mathis,DEM,752
Escambia,Precinct 22,State House,1,Franscine C. Mathis,DEM,464
Escambia,Precinct 23,State House,1,Franscine C. Mathis,DEM,56
Escambia,Precinct 25,State House,1,Franscine C. Mathis,DEM,383
Escambia,Precinct 26,State House,1,Franscine C. Mathis,DEM,1555
Escambia,Precinct 28,State House,1,Franscine C. Mathis,DEM,1519
Escambia,Precinct 33,State House,1,Franscine C. Mathis,DEM,73
Escambia,Precinct 34,State House,1,Franscine C. Mathis,DEM,1337
Escambia,Precinct 36,State House,1,Franscine C. Mathis,DEM,635
Escambia,Precinct 38,State House,1,Franscine C. Mathis,DEM,773
Escambia,Precinct 43,State House,1,Franscine C. Mathis,DEM,1046
Escambia,Precinct 51,State House,1,Franscine C. Mathis,DEM,1088
Escambia,Precinct 62,State House,1,Franscine C. Mathis,DEM,1128
Escambia,Precinct 63,State House,1,Franscine C. Mathis,DEM,730
Escambia,Precinct 68,State House,1,Franscine C. Mathis,DEM,591
Escambia,Precinct 69,State House,1,Franscine C. Mathis,DEM,1770
Escambia,Precinct 70,State House,1,Franscine C. Mathis,DEM,1090
Escambia,Precinct 74,State House,1,Franscine C. Mathis,DEM,1020
Escambia,Precinct 75,State House,1,Franscine C. Mathis,DEM,1176
Escambia,Precinct 80,State House,1,Franscine C. Mathis,DEM,325
Escambia,Precinct 86,State House,1,Franscine C. Mathis,DEM,884
Escambia,Precinct 88,State House,1,Franscine C. Mathis,DEM,652
Escambia,Precinct 91,State House,1,Franscine C. Mathis,DEM,1721
Escambia,Precinct 101,State House,1,Franscine C. Mathis,DEM,649
Escambia,Precinct 102,State House,1,Franscine C. Mathis,DEM,757
Escambia,Precinct 103,State House,1,Franscine C. Mathis,DEM,1139
Escambia,Precinct 104,State House,1,Franscine C. Mathis,DEM,1040
Escambia,Precinct 110,State House,1,Franscine C. Mathis,DEM,47
Escambia,Precinct 111,State House,1,Franscine C. Mathis,DEM,877
Escambia,Precinct 112,State House,1,Franscine C. Mathis,DEM,1497
Escambia,Precinct 113,State House,1,Franscine C. Mathis,DEM,469
Escambia,Precinct 114,State House,1,Franscine C. Mathis,DEM,518
Escambia,Precinct 1,State House,2,Alex Andrade,REP,2190
Escambia,Precinct 3,State House,2,Alex Andrade,REP,1525
Escambia,Precinct 14,State House,2,Alex Andrade,REP,276
Escambia,Precinct 15,State House,2,Alex Andrade,REP,1092
Escambia,Precinct 24,State House,2,Alex Andrade,REP,1717
Escambia,Precinct 29,State House,2,Alex Andrade,REP,560
Escambia,Precinct 30,State House,2,Alex Andrade,REP,1277
Escambia,Precinct 31,State House,2,Alex Andrade,REP,452
Escambia,Precinct 32,State House,2,Alex Andrade,REP,237
Escambia,Precinct 35,State House,2,Alex Andrade,REP,984
Escambia,Precinct 40,State House,2,Alex Andrade,REP,776
Escambia,Precinct 41,State House,2,Alex Andrade,REP,849
Escambia,Precinct 42,State House,2,Alex Andrade,REP,1489
Escambia,Precinct 46,State House,2,Alex Andrade,REP,1346
Escambia,Precinct 47,State House,2,Alex Andrade,REP,318
Escambia,Precinct 48,State House,2,Alex Andrade,REP,173
Escambia,Precinct 49,State House,2,Alex Andrade,REP,600
Escambia,Precinct 50,State House,2,Alex Andrade,REP,257
Escambia,Precinct 54,State House,2,Alex Andrade,REP,1044
Escambia,Precinct 55,State House,2,Alex Andrade,REP,1151
Escambia,Precinct 56,State House,2,Alex Andrade,REP,559
Escambia,Precinct 58,State House,2,Alex Andrade,REP,544
Escambia,Precinct 60,State House,2,Alex Andrade,REP,133
Escambia,Precinct 61,State House,2,Alex Andrade,REP,1179
Escambia,Precinct 64,State House,2,Alex Andrade,REP,1141
Escambia,Precinct 67,State House,2,Alex Andrade,REP,3302
Escambia,Precinct 71,State House,2,Alex Andrade,REP,664
Escambia,Precinct 72,State House,2,Alex Andrade,REP,380
Escambia,Precinct 73,State House,2,Alex Andrade,REP,2014
Escambia,Precinct 77,State House,2,Alex Andrade,REP,609
Escambia,Precinct 82,State House,2,Alex Andrade,REP,269
Escambia,Precinct 83,State House,2,Alex Andrade,REP,1090
Escambia,Precinct 90,State House,2,Alex Andrade,REP,243
Escambia,Precinct 94,State House,2,Alex Andrade,REP,1719
Escambia,Precinct 95,State House,2,Alex Andrade,REP,1196
Escambia,Precinct 97,State House,2,Alex Andrade,REP,886
Escambia,Precinct 98,State House,2,Alex Andrade,REP,506
Escambia,Precinct 99,State House,2,Alex Andrade,REP,731
Escambia,Precinct 105,State House,2,Alex Andrade,REP,2837
Escambia,Precinct 106,State House,2,Alex Andrade,REP,846
Escambia,Precinct 107,State House,2,Alex Andrade,REP,1913
Escambia,Precinct 108,State House,2,Alex Andrade,REP,1532
Escambia,Precinct 110,State House,2,Alex Andrade,REP,136
Escambia,Precinct 1,State House,2,Dianne Krumel,DEM,1585
Escambia,Precinct 3,State House,2,Dianne Krumel,DEM,1195
Escambia,Precinct 14,State House,2,Dianne Krumel,DEM,1268
Escambia,Precinct 15,State House,2,Dianne Krumel,DEM,664
Escambia,Precinct 24,State House,2,Dianne Krumel,DEM,1115
Escambia,Precinct 29,State House,2,Dianne Krumel,DEM,877
Escambia,Precinct 30,State House,2,Dianne Krumel,DEM,818
Escambia,Precinct 31,State House,2,Dianne Krumel,DEM,1080
Escambia,Precinct 32,State House,2,Dianne Krumel,DEM,235
Escambia,Precinct 35,State House,2,Dianne Krumel,DEM,832
Escambia,Precinct 40,State House,2,Dianne Krumel,DEM,656
Escambia,Precinct 41,State House,2,Dianne Krumel,DEM,1091
Escambia,Precinct 42,State House,2,Dianne Krumel,DEM,911
Escambia,Precinct 46,State House,2,Dianne Krumel,DEM,833
Escambia,Precinct 47,State House,2,Dianne Krumel,DEM,664
Escambia,Precinct 48,State House,2,Dianne Krumel,DEM,951
Escambia,Precinct 49,State House,2,Dianne Krumel,DEM,705
Escambia,Precinct 50,State House,2,Dianne Krumel,DEM,238
Escambia,Precinct 54,State House,2,Dianne Krumel,DEM,707
Escambia,Precinct 55,State House,2,Dianne Krumel,DEM,630
Escambia,Precinct 56,State House,2,Dianne Krumel,DEM,1002
Escambia,Precinct 58,State House,2,Dianne Krumel,DEM,326
Escambia,Precinct 60,State House,2,Dianne Krumel,DEM,589
Escambia,Precinct 61,State House,2,Dianne Krumel,DEM,926
Escambia,Precinct 64,State House,2,Dianne Krumel,DEM,1043
Escambia,Precinct 67,State House,2,Dianne Krumel,DEM,1457
Escambia,Precinct 71,State House,2,Dianne Krumel,DEM,714
Escambia,Precinct 72,State House,2,Dianne Krumel,DEM,342
Escambia,Precinct 73,State House,2,Dianne Krumel,DEM,1147
Escambia,Precinct 77,State House,2,Dianne Krumel,DEM,860
Escambia,Precinct 82,State House,2,Dianne Krumel,DEM,396
Escambia,Precinct 83,State House,2,Dianne Krumel,DEM,657
Escambia,Precinct 90,State House,2,Dianne Krumel,DEM,849
Escambia,Precinct 94,State House,2,Dianne Krumel,DEM,666
Escambia,Precinct 95,State House,2,Dianne Krumel,DEM,522
Escambia,Precinct 97,State House,2,Dianne Krumel,DEM,578
Escambia,Precinct 98,State House,2,Dianne Krumel,DEM,2027
Escambia,Precinct 99,State House,2,Dianne Krumel,DEM,458
Escambia,Precinct 105,State House,2,Dianne Krumel,DEM,1059
Escambia,Precinct 106,State House,2,Dianne Krumel,DEM,753
Escambia,Precinct 107,State House,2,Dianne Krumel,DEM,1425
Escambia,Precinct 108,State House,2,Dianne Krumel,DEM,1365
Escambia,Precinct 110,State House,2,Dianne Krumel,DEM,120
Escambia,Precinct 1,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,3177
Escambia,Precinct 3,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,2335
Escambia,Precinct 5,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,2245
Escambia,Precinct 6,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,1252
Escambia,Precinct 7,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,4582
Escambia,Precinct 11,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,863
Escambia,Precinct 14,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,967
Escambia,Precinct 15,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,1418
Escambia,Precinct 18,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,448
Escambia,Precinct 19,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,3198
Escambia,Precinct 21,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,2113
Escambia,Precinct 22,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,585
Escambia,Precinct 23,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,624
Escambia,Precinct 24,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,2417
Escambia,Precinct 25,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,874
Escambia,Precinct 26,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,4154
Escambia,Precinct 28,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,1192
Escambia,Precinct 29,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,1064
Escambia,Precinct 30,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,1838
Escambia,Precinct 31,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,1111
Escambia,Precinct 32,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,390
Escambia,Precinct 33,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,968
Escambia,Precinct 34,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,1210
Escambia,Precinct 35,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,1511
Escambia,Precinct 36,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,2329
Escambia,Precinct 38,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,2872
Escambia,Precinct 40,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,1209
Escambia,Precinct 41,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,1542
Escambia,Precinct 42,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,2106
Escambia,Precinct 43,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,4200
Escambia,Precinct 46,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,1930
Escambia,Precinct 47,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,707
Escambia,Precinct 48,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,677
Escambia,Precinct 49,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,1053
Escambia,Precinct 50,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,406
Escambia,Precinct 51,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,2182
Escambia,Precinct 54,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,1491
Escambia,Precinct 55,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,1540
Escambia,Precinct 56,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,1145
Escambia,Precinct 58,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,752
Escambia,Precinct 60,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,466
Escambia,Precinct 61,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,1751
Escambia,Precinct 62,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,2001
Escambia,Precinct 63,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,455
Escambia,Precinct 64,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,1801
Escambia,Precinct 67,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,4208
Escambia,Precinct 68,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,1588
Escambia,Precinct 69,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,2987
Escambia,Precinct 70,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,1715
Escambia,Precinct 71,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,1096
Escambia,Precinct 72,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,600
Escambia,Precinct 73,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,2753
Escambia,Precinct 74,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,4144
Escambia,Precinct 75,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,2519
Escambia,Precinct 77,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,1153
Escambia,Precinct 80,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,730
Escambia,Precinct 82,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,502
Escambia,Precinct 83,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,1506
Escambia,Precinct 86,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,1947
Escambia,Precinct 88,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,1199
Escambia,Precinct 90,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,749
Escambia,Precinct 91,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,3761
Escambia,Precinct 94,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,2083
Escambia,Precinct 95,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,1521
Escambia,Precinct 97,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,1302
Escambia,Precinct 98,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,1668
Escambia,Precinct 99,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,1025
Escambia,Precinct 101,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,1571
Escambia,Precinct 102,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,1735
Escambia,Precinct 103,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,1144
Escambia,Precinct 104,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,1140
Escambia,Precinct 105,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,3455
Escambia,Precinct 106,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,1311
Escambia,Precinct 107,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,2857
Escambia,Precinct 108,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,2423
Escambia,Precinct 110,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,1296
Escambia,Precinct 111,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,2195
Escambia,Precinct 112,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,4674
Escambia,Precinct 113,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,853
Escambia,Precinct 114,Clerk of the Circuit Court and Comptroller,,Pamela Lynn Childers,REP,2156
Escambia,Precinct 1,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,109
Escambia,Precinct 3,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,66
Escambia,Precinct 5,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,52
Escambia,Precinct 6,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,25
Escambia,Precinct 7,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,91
Escambia,Precinct 11,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,9
Escambia,Precinct 14,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,78
Escambia,Precinct 15,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,50
Escambia,Precinct 18,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,2
Escambia,Precinct 19,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,38
Escambia,Precinct 21,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,48
Escambia,Precinct 22,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,25
Escambia,Precinct 23,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,4
Escambia,Precinct 24,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,76
Escambia,Precinct 25,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,28
Escambia,Precinct 26,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,111
Escambia,Precinct 28,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,112
Escambia,Precinct 29,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,54
Escambia,Precinct 30,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,54
Escambia,Precinct 31,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,64
Escambia,Precinct 32,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,17
Escambia,Precinct 33,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,6
Escambia,Precinct 34,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,85
Escambia,Precinct 35,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,52
Escambia,Precinct 36,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,52
Escambia,Precinct 38,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,58
Escambia,Precinct 40,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,34
Escambia,Precinct 41,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,69
Escambia,Precinct 42,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,59
Escambia,Precinct 43,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,58
Escambia,Precinct 46,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,52
Escambia,Precinct 47,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,46
Escambia,Precinct 48,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,67
Escambia,Precinct 49,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,47
Escambia,Precinct 50,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,8
Escambia,Precinct 51,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,103
Escambia,Precinct 54,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,50
Escambia,Precinct 55,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,46
Escambia,Precinct 56,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,70
Escambia,Precinct 58,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,16
Escambia,Precinct 60,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,31
Escambia,Precinct 61,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,74
Escambia,Precinct 62,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,72
Escambia,Precinct 63,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,45
Escambia,Precinct 64,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,72
Escambia,Precinct 67,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,117
Escambia,Precinct 68,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,35
Escambia,Precinct 69,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,122
Escambia,Precinct 70,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,81
Escambia,Precinct 71,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,60
Escambia,Precinct 72,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,25
Escambia,Precinct 73,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,78
Escambia,Precinct 74,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,86
Escambia,Precinct 75,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,75
Escambia,Precinct 77,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,46
Escambia,Precinct 80,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,15
Escambia,Precinct 82,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,29
Escambia,Precinct 83,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,53
Escambia,Precinct 86,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,57
Escambia,Precinct 88,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,40
Escambia,Precinct 90,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,57
Escambia,Precinct 91,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,154
Escambia,Precinct 94,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,44
Escambia,Precinct 95,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,22
Escambia,Precinct 97,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,34
Escambia,Precinct 98,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,147
Escambia,Precinct 99,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,37
Escambia,Precinct 101,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,39
Escambia,Precinct 102,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,47
Escambia,Precinct 103,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,78
Escambia,Precinct 104,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,87
Escambia,Precinct 105,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,62
Escambia,Precinct 106,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,49
Escambia,Precinct 107,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,94
Escambia,Precinct 108,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,78
Escambia,Precinct 110,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,10
Escambia,Precinct 111,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,71
Escambia,Precinct 112,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,118
Escambia,Precinct 113,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,35
Escambia,Precinct 114,Clerk of the Circuit Court and Comptroller,,WRITE-IN,NON,38
Escambia,Precinct 1,Sheriff,,Chip Simmons,REP,2416
Escambia,Precinct 3,Sheriff,,Chip Simmons,REP,1724
Escambia,Precinct 5,Sheriff,,Chip Simmons,REP,1972
Escambia,Precinct 6,Sheriff,,Chip Simmons,REP,1028
Escambia,Precinct 7,Sheriff,,Chip Simmons,REP,3965
Escambia,Precinct 11,Sheriff,,Chip Simmons,REP,773
Escambia,Precinct 14,Sheriff,,Chip Simmons,REP,339
Escambia,Precinct 15,Sheriff,,Chip Simmons,REP,1121
Escambia,Precinct 18,Sheriff,,Chip Simmons,REP,442
Escambia,Precinct 19,Sheriff,,Chip Simmons,REP,2937
Escambia,Precinct 21,Sheriff,,Chip Simmons,REP,1661
Escambia,Precinct 22,Sheriff,,Chip Simmons,REP,349
Escambia,Precinct 23,Sheriff,,Chip Simmons,REP,588
Escambia,Precinct 24,Sheriff,,Chip Simmons,REP,1951
Escambia,Precinct 25,Sheriff,,Chip Simmons,REP,699
Escambia,Precinct 26,Sheriff,,Chip Simmons,REP,3316
Escambia,Precinct 28,Sheriff,,Chip Simmons,REP,328
Escambia,Precinct 29,Sheriff,,Chip Simmons,REP,682
Escambia,Precinct 30,Sheriff,,Chip Simmons,REP,1526
Escambia,Precinct 31,Sheriff,,Chip Simmons,REP,551
Escambia,Precinct 32,Sheriff,,Chip Simmons,REP,282
Escambia,Precinct 33,Sheriff,,Chip Simmons,REP,921
Escambia,Precinct 34,Sheriff,,Chip Simmons,REP,472
Escambia,Precinct 35,Sheriff,,Chip Simmons,REP,1168
Escambia,Precinct 36,Sheriff,,Chip Simmons,REP,1937
Escambia,Precinct 38,Sheriff,,Chip Simmons,REP,2387
Escambia,Precinct 40,Sheriff,,Chip Simmons,REP,933
Escambia,Precinct 41,Sheriff,,Chip Simmons,REP,1048
Escambia,Precinct 42,Sheriff,,Chip Simmons,REP,1742
Escambia,Precinct 43,Sheriff,,Chip Simmons,REP,3607
Escambia,Precinct 46,Sheriff,,Chip Simmons,REP,1557
Escambia,Precinct 47,Sheriff,,Chip Simmons,REP,344
Escambia,Precinct 48,Sheriff,,Chip Simmons,REP,209
Escambia,Precinct 49,Sheriff,,Chip Simmons,REP,698
Escambia,Precinct 50,Sheriff,,Chip Simmons,REP,280
Escambia,Precinct 51,Sheriff,,Chip Simmons,REP,1582
Escambia,Precinct 54,Sheriff,,Chip Simmons,REP,1183
Escambia,Precinct 55,Sheriff,,Chip Simmons,REP,1254
Escambia,Precinct 56,Sheriff,,Chip Simmons,REP,643
Escambia,Precinct 58,Sheriff,,Chip Simmons,REP,618
Escambia,Precinct 60,Sheriff,,Chip Simmons,REP,179
Escambia,Precinct 61,Sheriff,,Chip Simmons,REP,1303
Escambia,Precinct 62,Sheriff,,Chip Simmons,REP,1379
Escambia,Precinct 63,Sheriff,,Chip Simmons,REP,84
Escambia,Precinct 64,Sheriff,,Chip Simmons,REP,1274
Escambia,Precinct 67,Sheriff,,Chip Simmons,REP,3558
Escambia,Precinct 68,Sheriff,,Chip Simmons,REP,1277
Escambia,Precinct 69,Sheriff,,Chip Simmons,REP,2005
Escambia,Precinct 70,Sheriff,,Chip Simmons,REP,1055
Escambia,Precinct 71,Sheriff,,Chip Simmons,REP,785
Escambia,Precinct 72,Sheriff,,Chip Simmons,REP,425
Escambia,Precinct 73,Sheriff,,Chip Simmons,REP,2224
Escambia,Precinct 74,Sheriff,,Chip Simmons,REP,3604
Escambia,Precinct 75,Sheriff,,Chip Simmons,REP,1863
Escambia,Precinct 77,Sheriff,,Chip Simmons,REP,691
Escambia,Precinct 80,Sheriff,,Chip Simmons,REP,562
Escambia,Precinct 82,Sheriff,,Chip Simmons,REP,323
Escambia,Precinct 83,Sheriff,,Chip Simmons,REP,1185
Escambia,Precinct 86,Sheriff,,Chip Simmons,REP,1394
Escambia,Precinct 88,Sheriff,,Chip Simmons,REP,817
Escambia,Precinct 90,Sheriff,,Chip Simmons,REP,280
Escambia,Precinct 91,Sheriff,,Chip Simmons,REP,2849
Escambia,Precinct 94,Sheriff,,Chip Simmons,REP,1867
