county,precint,office,district,candidate,party,votes
Escambia,Precinct 26,Amendment 5,,Yes,NON,3336
Escambia,Precinct 28,Amendment 5,,Yes,NON,1258
Escambia,Precinct 29,Amendment 5,,Yes,NON,930
Escambia,Precinct 30,Amendment 5,,Yes,NON,1403
Escambia,Precinct 31,Amendment 5,,Yes,NON,1031
Escambia,Precinct 32,Amendment 5,,Yes,NON,309
Escambia,Precinct 33,Amendment 5,,Yes,NON,636
Escambia,Precinct 34,Amendment 5,,Yes,NON,1256
Escambia,Precinct 35,Amendment 5,,Yes,NON,1172
Escambia,Precinct 36,Amendment 5,,Yes,NON,1756
Escambia,Precinct 38,Amendment 5,,Yes,NON,2253
Escambia,Precinct 40,Amendment 5,,Yes,NON,988
Escambia,Precinct 41,Amendment 5,,Yes,NON,1322
Escambia,Precinct 42,Amendment 5,,Yes,NON,1591
Escambia,Precinct 43,Amendment 5,,Yes,NON,3281
Escambia,Precinct 46,Amendment 5,,Yes,NON,1419
Escambia,Precinct 47,Amendment 5,,Yes,NON,651
Escambia,Precinct 48,Amendment 5,,Yes,NON,773
Escambia,Precinct 49,Amendment 5,,Yes,NON,876
Escambia,Precinct 50,Amendment 5,,Yes,NON,326
Escambia,Precinct 51,Amendment 5,,Yes,NON,1877
Escambia,Precinct 54,Amendment 5,,Yes,NON,1242
Escambia,Precinct 55,Amendment 5,,Yes,NON,1283
Escambia,Precinct 56,Amendment 5,,Yes,NON,1047
Escambia,Precinct 58,Amendment 5,,Yes,NON,587
Escambia,Precinct 60,Amendment 5,,Yes,NON,490
Escambia,Precinct 61,Amendment 5,,Yes,NON,1493
Escambia,Precinct 62,Amendment 5,,Yes,NON,1755
Escambia,Precinct 63,Amendment 5,,Yes,NON,481
Escambia,Precinct 64,Amendment 5,,Yes,NON,1498
Escambia,Precinct 67,Amendment 5,,Yes,NON,3463
Escambia,Precinct 68,Amendment 5,,Yes,NON,1251
Escambia,Precinct 69,Amendment 5,,Yes,NON,2595
Escambia,Precinct 70,Amendment 5,,Yes,NON,1478
Escambia,Precinct 71,Amendment 5,,Yes,NON,987
Escambia,Precinct 72,Amendment 5,,Yes,NON,467
Escambia,Precinct 73,Amendment 5,,Yes,NON,2327
Escambia,Precinct 74,Amendment 5,,Yes,NON,3132
Escambia,Precinct 75,Amendment 5,,Yes,NON,2119
Escambia,Precinct 77,Amendment 5,,Yes,NON,983
Escambia,Precinct 80,Amendment 5,,Yes,NON,559
Escambia,Precinct 82,Amendment 5,,Yes,NON,460
Escambia,Precinct 83,Amendment 5,,Yes,NON,1220
Escambia,Precinct 86,Amendment 5,,Yes,NON,1604
Escambia,Precinct 88,Amendment 5,,Yes,NON,1014
Escambia,Precinct 90,Amendment 5,,Yes,NON,728
Escambia,Precinct 91,Amendment 5,,Yes,NON,3141
Escambia,Precinct 94,Amendment 5,,Yes,NON,1705
Escambia,Precinct 95,Amendment 5,,Yes,NON,1249
Escambia,Precinct 97,Amendment 5,,Yes,NON,984
Escambia,Precinct 98,Amendment 5,,Yes,NON,1652
Escambia,Precinct 99,Amendment 5,,Yes,NON,847
Escambia,Precinct 101,Amendment 5,,Yes,NON,1240
Escambia,Precinct 102,Amendment 5,,Yes,NON,1429
Escambia,Precinct 103,Amendment 5,,Yes,NON,1142
Escambia,Precinct 104,Amendment 5,,Yes,NON,1087
Escambia,Precinct 105,Amendment 5,,Yes,NON,2736
Escambia,Precinct 106,Amendment 5,,Yes,NON,1119
Escambia,Precinct 107,Amendment 5,,Yes,NON,2263
Escambia,Precinct 108,Amendment 5,,Yes,NON,2047
Escambia,Precinct 110,Amendment 5,,Yes,NON,964
Escambia,Precinct 111,Amendment 5,,Yes,NON,1751
Escambia,Precinct 112,Amendment 5,,Yes,NON,3668
Escambia,Precinct 113,Amendment 5,,Yes,NON,689
Escambia,Precinct 114,Amendment 5,,Yes,NON,1653
Escambia,Precinct 1,Amendment 5,,No,NON,800
Escambia,Precinct 3,Amendment 5,,No,NON,635
Escambia,Precinct 5,Amendment 5,,No,NON,609
Escambia,Precinct 6,Amendment 5,,No,NON,377
Escambia,Precinct 7,Amendment 5,,No,NON,1221
Escambia,Precinct 11,Amendment 5,,No,NON,231
Escambia,Precinct 14,Amendment 5,,No,NON,411
Escambia,Precinct 15,Amendment 5,,No,NON,363
Escambia,Precinct 18,Amendment 5,,No,NON,150
Escambia,Precinct 19,Amendment 5,,No,NON,893
Escambia,Precinct 21,Amendment 5,,No,NON,634
Escambia,Precinct 22,Amendment 5,,No,NON,218
Escambia,Precinct 23,Amendment 5,,No,NON,197
Escambia,Precinct 24,Amendment 5,,No,NON,715
Escambia,Precinct 25,Amendment 5,,No,NON,347
Escambia,Precinct 26,Amendment 5,,No,NON,1148
Escambia,Precinct 28,Amendment 5,,No,NON,481
Escambia,Precinct 29,Amendment 5,,No,NON,396
Escambia,Precinct 30,Amendment 5,,No,NON,559
Escambia,Precinct 31,Amendment 5,,No,NON,410
Escambia,Precinct 32,Amendment 5,,No,NON,141
Escambia,Precinct 33,Amendment 5,,No,NON,279
Escambia,Precinct 34,Amendment 5,,No,NON,402
Escambia,Precinct 35,Amendment 5,,No,NON,507
Escambia,Precinct 36,Amendment 5,,No,NON,667
Escambia,Precinct 38,Amendment 5,,No,NON,742
Escambia,Precinct 40,Amendment 5,,No,NON,371
Escambia,Precinct 41,Amendment 5,,No,NON,492
Escambia,Precinct 42,Amendment 5,,No,NON,665
Escambia,Precinct 43,Amendment 5,,No,NON,1088
Escambia,Precinct 46,Amendment 5,,No,NON,606
Escambia,Precinct 47,Amendment 5,,No,NON,260
Escambia,Precinct 48,Amendment 5,,No,NON,258
Escambia,Precinct 49,Amendment 5,,No,NON,357
Escambia,Precinct 50,Amendment 5,,No,NON,144
Escambia,Precinct 51,Amendment 5,,No,NON,595
Escambia,Precinct 54,Amendment 5,,No,NON,410
Escambia,Precinct 55,Amendment 5,,No,NON,400
Escambia,Precinct 56,Amendment 5,,No,NON,400
Escambia,Precinct 58,Amendment 5,,No,NON,246
Escambia,Precinct 60,Amendment 5,,No,NON,170
Escambia,Precinct 61,Amendment 5,,No,NON,486
Escambia,Precinct 62,Amendment 5,,No,NON,555
Escambia,Precinct 63,Amendment 5,,No,NON,225
Escambia,Precinct 64,Amendment 5,,No,NON,560
Escambia,Precinct 67,Amendment 5,,No,NON,1064
Escambia,Precinct 68,Amendment 5,,No,NON,440
Escambia,Precinct 69,Amendment 5,,No,NON,843
Escambia,Precinct 70,Amendment 5,,No,NON,532
Escambia,Precinct 71,Amendment 5,,No,NON,321
Escambia,Precinct 72,Amendment 5,,No,NON,225
Escambia,Precinct 73,Amendment 5,,No,NON,698
Escambia,Precinct 74,Amendment 5,,No,NON,1159
Escambia,Precinct 75,Amendment 5,,No,NON,697
Escambia,Precinct 77,Amendment 5,,No,NON,375
Escambia,Precinct 80,Amendment 5,,No,NON,226
Escambia,Precinct 82,Amendment 5,,No,NON,157
Escambia,Precinct 83,Amendment 5,,No,NON,430
Escambia,Precinct 86,Amendment 5,,No,NON,542
Escambia,Precinct 88,Amendment 5,,No,NON,333
Escambia,Precinct 90,Amendment 5,,No,NON,277
Escambia,Precinct 91,Amendment 5,,No,NON,1080
Escambia,Precinct 94,Amendment 5,,No,NON,555
Escambia,Precinct 95,Amendment 5,,No,NON,374
Escambia,Precinct 97,Amendment 5,,No,NON,388
Escambia,Precinct 98,Amendment 5,,No,NON,706
Escambia,Precinct 99,Amendment 5,,No,NON,266
Escambia,Precinct 101,Amendment 5,,No,NON,439
Escambia,Precinct 102,Amendment 5,,No,NON,487
Escambia,Precinct 103,Amendment 5,,No,NON,397
Escambia,Precinct 104,Amendment 5,,No,NON,413
Escambia,Precinct 105,Amendment 5,,No,NON,902
Escambia,Precinct 106,Amendment 5,,No,NON,387
Escambia,Precinct 107,Amendment 5,,No,NON,866
Escambia,Precinct 108,Amendment 5,,No,NON,695
Escambia,Precinct 110,Amendment 5,,No,NON,290
Escambia,Precinct 111,Amendment 5,,No,NON,674
Escambia,Precinct 112,Amendment 5,,No,NON,1316
Escambia,Precinct 113,Amendment 5,,No,NON,274
Escambia,Precinct 114,Amendment 5,,No,NON,572
Escambia,Precinct 1,Amendment 6,,Yes,NON,3369
Escambia,Precinct 3,Amendment 6,,Yes,NON,2365
Escambia,Precinct 5,Amendment 6,,Yes,NON,2158
Escambia,Precinct 6,Amendment 6,,Yes,NON,1220
Escambia,Precinct 7,Amendment 6,,Yes,NON,4426
Escambia,Precinct 11,Amendment 6,,Yes,NON,787
Escambia,Precinct 14,Amendment 6,,Yes,NON,1239
Escambia,Precinct 15,Amendment 6,,Yes,NON,1626
Escambia,Precinct 18,Amendment 6,,Yes,NON,386
Escambia,Precinct 19,Amendment 6,,Yes,NON,2950
Escambia,Precinct 21,Amendment 6,,Yes,NON,2082
Escambia,Precinct 22,Amendment 6,,Yes,NON,658
Escambia,Precinct 23,Amendment 6,,Yes,NON,542
Escambia,Precinct 24,Amendment 6,,Yes,NON,2400
Escambia,Precinct 25,Amendment 6,,Yes,NON,820
Escambia,Precinct 26,Amendment 6,,Yes,NON,4148
Escambia,Precinct 28,Amendment 6,,Yes,NON,1543
Escambia,Precinct 29,Amendment 6,,Yes,NON,1162
Escambia,Precinct 30,Amendment 6,,Yes,NON,1726
Escambia,Precinct 31,Amendment 6,,Yes,NON,1255
Escambia,Precinct 32,Amendment 6,,Yes,NON,395
Escambia,Precinct 33,Amendment 6,,Yes,NON,856
Escambia,Precinct 34,Amendment 6,,Yes,NON,1480
Escambia,Precinct 35,Amendment 6,,Yes,NON,1499
Escambia,Precinct 36,Amendment 6,,Yes,NON,2205
Escambia,Precinct 38,Amendment 6,,Yes,NON,2744
Escambia,Precinct 40,Amendment 6,,Yes,NON,1156
Escambia,Precinct 41,Amendment 6,,Yes,NON,1628
Escambia,Precinct 42,Amendment 6,,Yes,NON,1958
Escambia,Precinct 43,Amendment 6,,Yes,NON,4008
Escambia,Precinct 46,Amendment 6,,Yes,NON,1743
Escambia,Precinct 47,Amendment 6,,Yes,NON,826
Escambia,Precinct 48,Amendment 6,,Yes,NON,929
Escambia,Precinct 49,Amendment 6,,Yes,NON,1122
Escambia,Precinct 50,Amendment 6,,Yes,NON,407
Escambia,Precinct 51,Amendment 6,,Yes,NON,2279
Escambia,Precinct 54,Amendment 6,,Yes,NON,1509
Escambia,Precinct 55,Amendment 6,,Yes,NON,1555
Escambia,Precinct 56,Amendment 6,,Yes,NON,1308
Escambia,Precinct 58,Amendment 6,,Yes,NON,719
Escambia,Precinct 60,Amendment 6,,Yes,NON,589
Escambia,Precinct 61,Amendment 6,,Yes,NON,1859
Escambia,Precinct 62,Amendment 6,,Yes,NON,2152
Escambia,Precinct 63,Amendment 6,,Yes,NON,608
Escambia,Precinct 64,Amendment 6,,Yes,NON,1855
Escambia,Precinct 67,Amendment 6,,Yes,NON,4290
Escambia,Precinct 68,Amendment 6,,Yes,NON,1569
Escambia,Precinct 69,Amendment 6,,Yes,NON,3125
Escambia,Precinct 70,Amendment 6,,Yes,NON,1854
Escambia,Precinct 71,Amendment 6,,Yes,NON,1208
Escambia,Precinct 72,Amendment 6,,Yes,NON,588
Escambia,Precinct 73,Amendment 6,,Yes,NON,2833
Escambia,Precinct 74,Amendment 6,,Yes,NON,3907
Escambia,Precinct 75,Amendment 6,,Yes,NON,2617
Escambia,Precinct 77,Amendment 6,,Yes,NON,1243
Escambia,Precinct 80,Amendment 6,,Yes,NON,727
Escambia,Precinct 82,Amendment 6,,Yes,NON,557
Escambia,Precinct 83,Amendment 6,,Yes,NON,1556
Escambia,Precinct 86,Amendment 6,,Yes,NON,1987
Escambia,Precinct 88,Amendment 6,,Yes,NON,1289
Escambia,Precinct 90,Amendment 6,,Yes,NON,911
Escambia,Precinct 91,Amendment 6,,Yes,NON,3904
Escambia,Precinct 94,Amendment 6,,Yes,NON,2018
Escambia,Precinct 95,Amendment 6,,Yes,NON,1511
Escambia,Precinct 97,Amendment 6,,Yes,NON,1207
Escambia,Precinct 98,Amendment 6,,Yes,NON,2050
Escambia,Precinct 99,Amendment 6,,Yes,NON,1049
Escambia,Precinct 101,Amendment 6,,Yes,NON,1578
Escambia,Precinct 102,Amendment 6,,Yes,NON,1764
Escambia,Precinct 103,Amendment 6,,Yes,NON,1432
Escambia,Precinct 104,Amendment 6,,Yes,NON,1357
Escambia,Precinct 105,Amendment 6,,Yes,NON,3407
Escambia,Precinct 106,Amendment 6,,Yes,NON,1345
Escambia,Precinct 107,Amendment 6,,Yes,NON,2831
Escambia,Precinct 108,Amendment 6,,Yes,NON,2492
Escambia,Precinct 110,Amendment 6,,Yes,NON,1211
Escambia,Precinct 111,Amendment 6,,Yes,NON,2185
Escambia,Precinct 112,Amendment 6,,Yes,NON,4553
Escambia,Precinct 113,Amendment 6,,Yes,NON,877
Escambia,Precinct 114,Amendment 6,,Yes,NON,2053
Escambia,Precinct 1,Amendment 6,,No,NON,266
Escambia,Precinct 3,Amendment 6,,No,NON,265
Escambia,Precinct 5,Amendment 6,,No,NON,230
Escambia,Precinct 6,Amendment 6,,No,NON,127
Escambia,Precinct 7,Amendment 6,,No,NON,479
Escambia,Precinct 11,Amendment 6,,No,NON,97
Escambia,Precinct 14,Amendment 6,,No,NON,216
Escambia,Precinct 15,Amendment 6,,No,NON,96
Escambia,Precinct 18,Amendment 6,,No,NON,54
Escambia,Precinct 19,Amendment 6,,No,NON,324
Escambia,Precinct 21,Amendment 6,,No,NON,245
Escambia,Precinct 22,Amendment 6,,No,NON,94
Escambia,Precinct 23,Amendment 6,,No,NON,80
Escambia,Precinct 24,Amendment 6,,No,NON,329
Escambia,Precinct 25,Amendment 6,,No,NON,197
Escambia,Precinct 26,Amendment 6,,No,NON,444
Escambia,Precinct 28,Amendment 6,,No,NON,225
Escambia,Precinct 29,Amendment 6,,No,NON,204
Escambia,Precinct 30,Amendment 6,,No,NON,294
Escambia,Precinct 31,Amendment 6,,No,NON,220
Escambia,Precinct 32,Amendment 6,,No,NON,57
Escambia,Precinct 33,Amendment 6,,No,NON,90
Escambia,Precinct 34,Amendment 6,,No,NON,203
Escambia,Precinct 35,Amendment 6,,No,NON,253
Escambia,Precinct 36,Amendment 6,,No,NON,297
Escambia,Precinct 38,Amendment 6,,No,NON,328
Escambia,Precinct 40,Amendment 6,,No,NON,222
Escambia,Precinct 41,Amendment 6,,No,NON,244
Escambia,Precinct 42,Amendment 6,,No,NON,359
Escambia,Precinct 43,Amendment 6,,No,NON,445
Escambia,Precinct 46,Amendment 6,,No,NON,352
Escambia,Precinct 47,Amendment 6,,No,NON,108
Escambia,Precinct 48,Amendment 6,,No,NON,120
Escambia,Precinct 49,Amendment 6,,No,NON,147
Escambia,Precinct 50,Amendment 6,,No,NON,81
Escambia,Precinct 51,Amendment 6,,No,NON,273
Escambia,Precinct 54,Amendment 6,,No,NON,172
Escambia,Precinct 55,Amendment 6,,No,NON,151
Escambia,Precinct 56,Amendment 6,,No,NON,187
Escambia,Precinct 58,Amendment 6,,No,NON,142
Escambia,Precinct 60,Amendment 6,,No,NON,81
Escambia,Precinct 61,Amendment 6,,No,NON,168
Escambia,Precinct 62,Amendment 6,,No,NON,221
Escambia,Precinct 63,Amendment 6,,No,NON,102
Escambia,Precinct 64,Amendment 6,,No,NON,263
Escambia,Precinct 67,Amendment 6,,No,NON,349
Escambia,Precinct 68,Amendment 6,,No,NON,172
Escambia,Precinct 69,Amendment 6,,No,NON,398
Escambia,Precinct 70,Amendment 6,,No,NON,201
Escambia,Precinct 71,Amendment 6,,No,NON,141
Escambia,Precinct 72,Amendment 6,,No,NON,118
Escambia,Precinct 73,Amendment 6,,No,NON,245
Escambia,Precinct 74,Amendment 6,,No,NON,499
Escambia,Precinct 75,Amendment 6,,No,NON,270
Escambia,Precinct 77,Amendment 6,,No,NON,138
Escambia,Precinct 80,Amendment 6,,No,NON,80
Escambia,Precinct 82,Amendment 6,,No,NON,69
Escambia,Precinct 83,Amendment 6,,No,NON,150
Escambia,Precinct 86,Amendment 6,,No,NON,208
Escambia,Precinct 88,Amendment 6,,No,NON,124
Escambia,Precinct 90,Amendment 6,,No,NON,122
Escambia,Precinct 91,Amendment 6,,No,NON,428
Escambia,Precinct 94,Amendment 6,,No,NON,295
Escambia,Precinct 95,Amendment 6,,No,NON,148
Escambia,Precinct 97,Amendment 6,,No,NON,218
Escambia,Precinct 98,Amendment 6,,No,NON,374
Escambia,Precinct 99,Amendment 6,,No,NON,89
Escambia,Precinct 101,Amendment 6,,No,NON,161
Escambia,Precinct 102,Amendment 6,,No,NON,186
Escambia,Precinct 103,Amendment 6,,No,NON,135
Escambia,Precinct 104,Amendment 6,,No,NON,160
Escambia,Precinct 105,Amendment 6,,No,NON,378
Escambia,Precinct 106,Amendment 6,,No,NON,185
Escambia,Precinct 107,Amendment 6,,No,NON,397
Escambia,Precinct 108,Amendment 6,,No,NON,321
Escambia,Precinct 110,Amendment 6,,No,NON,88
Escambia,Precinct 111,Amendment 6,,No,NON,299
Escambia,Precinct 112,Amendment 6,,No,NON,530
Escambia,Precinct 113,Amendment 6,,No,NON,119
Escambia,Precinct 114,Amendment 6,,No,NON,232
Escambia,Precinct 1,County Referendum,,Yes,NON,2450
Escambia,Precinct 3,County Referendum,,Yes,NON,1684
Escambia,Precinct 5,County Referendum,,Yes,NON,1205
Escambia,Precinct 6,County Referendum,,Yes,NON,770
Escambia,Precinct 7,County Referendum,,Yes,NON,2539
Escambia,Precinct 11,County Referendum,,Yes,NON,409
Escambia,Precinct 14,County Referendum,,Yes,NON,1127
Escambia,Precinct 15,County Referendum,,Yes,NON,1108
Escambia,Precinct 18,County Referendum,,Yes,NON,191
Escambia,Precinct 19,County Referendum,,Yes,NON,1501
Escambia,Precinct 21,County Referendum,,Yes,NON,1338
Escambia,Precinct 22,County Referendum,,Yes,NON,494
Escambia,Precinct 23,County Referendum,,Yes,NON,266
Escambia,Precinct 24,County Referendum,,Yes,NON,1600
Escambia,Precinct 25,County Referendum,,Yes,NON,671
Escambia,Precinct 26,County Referendum,,Yes,NON,2674
Escambia,Precinct 28,County Referendum,,Yes,NON,1369
Escambia,Precinct 29,County Referendum,,Yes,NON,967
Escambia,Precinct 30,County Referendum,,Yes,NON,1183
Escambia,Precinct 31,County Referendum,,Yes,NON,1107
Escambia,Precinct 32,County Referendum,,Yes,NON,289
Escambia,Precinct 33,County Referendum,,Yes,NON,404
Escambia,Precinct 34,County Referendum,,Yes,NON,1315
Escambia,Precinct 35,County Referendum,,Yes,NON,1085
Escambia,Precinct 36,County Referendum,,Yes,NON,1341
Escambia,Precinct 38,County Referendum,,Yes,NON,1705
Escambia,Precinct 40,County Referendum,,Yes,NON,879
Escambia,Precinct 41,County Referendum,,Yes,NON,1310
Escambia,Precinct 42,County Referendum,,Yes,NON,1322
Escambia,Precinct 43,County Referendum,,Yes,NON,2319
Escambia,Precinct 46,County Referendum,,Yes,NON,1308
Escambia,Precinct 47,County Referendum,,Yes,NON,726
Escambia,Precinct 48,County Referendum,,Yes,NON,837
Escambia,Precinct 49,County Referendum,,Yes,NON,842
Escambia,Precinct 50,County Referendum,,Yes,NON,314
Escambia,Precinct 51,County Referendum,,Yes,NON,1646
Escambia,Precinct 54,County Referendum,,Yes,NON,1046
Escambia,Precinct 55,County Referendum,,Yes,NON,1031
Escambia,Precinct 56,County Referendum,,Yes,NON,1094
Escambia,Precinct 58,County Referendum,,Yes,NON,456
Escambia,Precinct 60,County Referendum,,Yes,NON,542
Escambia,Precinct 61,County Referendum,,Yes,NON,1383
Escambia,Precinct 62,County Referendum,,Yes,NON,1571
Escambia,Precinct 63,County Referendum,,Yes,NON,575
Escambia,Precinct 64,County Referendum,,Yes,NON,1339
Escambia,Precinct 67,County Referendum,,Yes,NON,2761
Escambia,Precinct 68,County Referendum,,Yes,NON,1008
Escambia,Precinct 69,County Referendum,,Yes,NON,2336
Escambia,Precinct 70,County Referendum,,Yes,NON,1312
Escambia,Precinct 71,County Referendum,,Yes,NON,897
Escambia,Precinct 72,County Referendum,,Yes,NON,421
Escambia,Precinct 73,County Referendum,,Yes,NON,1873
Escambia,Precinct 74,County Referendum,,Yes,NON,2348
Escambia,Precinct 75,County Referendum,,Yes,NON,1830
Escambia,Precinct 77,County Referendum,,Yes,NON,1013
Escambia,Precinct 80,County Referendum,,Yes,NON,508
Escambia,Precinct 82,County Referendum,,Yes,NON,463
Escambia,Precinct 83,County Referendum,,Yes,NON,1081
Escambia,Precinct 86,County Referendum,,Yes,NON,1338
Escambia,Precinct 88,County Referendum,,Yes,NON,956
Escambia,Precinct 90,County Referendum,,Yes,NON,781
Escambia,Precinct 91,County Referendum,,Yes,NON,2782
Escambia,Precinct 94,County Referendum,,Yes,NON,1163
Escambia,Precinct 95,County Referendum,,Yes,NON,956
Escambia,Precinct 97,County Referendum,,Yes,NON,805
Escambia,Precinct 98,County Referendum,,Yes,NON,1763
Escambia,Precinct 99,County Referendum,,Yes,NON,706
Escambia,Precinct 101,County Referendum,,Yes,NON,1045
Escambia,Precinct 102,County Referendum,,Yes,NON,1166
Escambia,Precinct 103,County Referendum,,Yes,NON,1212
Escambia,Precinct 104,County Referendum,,Yes,NON,1123
Escambia,Precinct 105,County Referendum,,Yes,NON,2114
Escambia,Precinct 106,County Referendum,,Yes,NON,997
Escambia,Precinct 107,County Referendum,,Yes,NON,1974
Escambia,Precinct 108,County Referendum,,Yes,NON,1869
Escambia,Precinct 110,County Referendum,,Yes,NON,590
Escambia,Precinct 111,County Referendum,,Yes,NON,1463
Escambia,Precinct 112,County Referendum,,Yes,NON,2854
Escambia,Precinct 113,County Referendum,,Yes,NON,625
Escambia,Precinct 114,County Referendum,,Yes,NON,1223
Escambia,Precinct 1,County Referendum,,No,NON,1201
Escambia,Precinct 3,County Referendum,,No,NON,970
Escambia,Precinct 5,County Referendum,,No,NON,1176
Escambia,Precinct 6,County Referendum,,No,NON,581
Escambia,Precinct 7,County Referendum,,No,NON,2386
Escambia,Precinct 11,County Referendum,,No,NON,476
Escambia,Precinct 14,County Referendum,,No,NON,339
Escambia,Precinct 15,County Referendum,,No,NON,577
Escambia,Precinct 18,County Referendum,,No,NON,254
Escambia,Precinct 19,County Referendum,,No,NON,1779
Escambia,Precinct 21,County Referendum,,No,NON,1011
Escambia,Precinct 22,County Referendum,,No,NON,268
Escambia,Precinct 23,County Referendum,,No,NON,357
Escambia,Precinct 24,County Referendum,,No,NON,1147
Escambia,Precinct 25,County Referendum,,No,NON,351
Escambia,Precinct 26,County Referendum,,No,NON,1953
Escambia,Precinct 28,County Referendum,,No,NON,424
Escambia,Precinct 29,County Referendum,,No,NON,413
Escambia,Precinct 30,County Referendum,,No,NON,840
Escambia,Precinct 31,County Referendum,,No,NON,383
Escambia,Precinct 32,County Referendum,,No,NON,176
Escambia,Precinct 33,County Referendum,,No,NON,545
Escambia,Precinct 34,County Referendum,,No,NON,394
Escambia,Precinct 35,County Referendum,,No,NON,667
Escambia,Precinct 36,County Referendum,,No,NON,1171
Escambia,Precinct 38,County Referendum,,No,NON,1372
Escambia,Precinct 40,County Referendum,,No,NON,516
Escambia,Precinct 41,County Referendum,,No,NON,580
Escambia,Precinct 42,County Referendum,,No,NON,1011
Escambia,Precinct 43,County Referendum,,No,NON,2167
Escambia,Precinct 46,County Referendum,,No,NON,817
Escambia,Precinct 47,County Referendum,,No,NON,214
Escambia,Precinct 48,County Referendum,,No,NON,235
Escambia,Precinct 49,County Referendum,,No,NON,434
Escambia,Precinct 50,County Referendum,,No,NON,166
Escambia,Precinct 51,County Referendum,,No,NON,897
Escambia,Precinct 54,County Referendum,,No,NON,651
Escambia,Precinct 55,County Referendum,,No,NON,694
Escambia,Precinct 56,County Referendum,,No,NON,430
Escambia,Precinct 58,County Referendum,,No,NON,407
Escambia,Precinct 60,County Referendum,,No,NON,139
Escambia,Precinct 61,County Referendum,,No,NON,660
Escambia,Precinct 62,County Referendum,,No,NON,831
Escambia,Precinct 63,County Referendum,,No,NON,152
Escambia,Precinct 64,County Referendum,,No,NON,783
Escambia,Precinct 67,County Referendum,,No,NON,1902
Escambia,Precinct 68,County Referendum,,No,NON,728
Escambia,Precinct 69,County Referendum,,No,NON,1227
Escambia,Precinct 70,County Referendum,,No,NON,768
Escambia,Precinct 71,County Referendum,,No,NON,449
Escambia,Precinct 72,County Referendum,,No,NON,285
Escambia,Precinct 73,County Referendum,,No,NON,1235
Escambia,Precinct 74,County Referendum,,No,NON,2082
Escambia,Precinct 75,County Referendum,,No,NON,1050
Escambia,Precinct 77,County Referendum,,No,NON,399
Escambia,Precinct 80,County Referendum,,No,NON,322
Escambia,Precinct 82,County Referendum,,No,NON,174
Escambia,Precinct 83,County Referendum,,No,NON,636
Escambia,Precinct 86,County Referendum,,No,NON,868
Escambia,Precinct 88,County Referendum,,No,NON,453
Escambia,Precinct 90,County Referendum,,No,NON,267
Escambia,Precinct 91,County Referendum,,No,NON,1568
Escambia,Precinct 94,County Referendum,,No,NON,1157
Escambia,Precinct 95,County Referendum,,No,NON,701
