county,precinct,office,district,candidate,party,election_day,early_voting,mail,provisional,votes
Charlotte,12 - Deep Creek Elementary Sch,State House,75,Michael Grant,REP,374,596,511,0,"1,481"
Charlotte,12 - Deep Creek Elementary Sch,State House,75,David G. Jones,DEM,95,178,531,0,804
Charlotte,13 - East Elementary School,State House,75,Michael Grant,REP,247,484,399,0,"1,130"
Charlotte,13 - East Elementary School,State House,75,David G. Jones,DEM,42,94,274,0,410
Charlotte,14 - Home Owners of Alligator,State House,75,Michael Grant,REP,,,,,"1,198"
Charlotte,14 - Home Owners of Alligator,State House,75,David G. Jones,DEM,,,,,568
Charlotte,15 - Meadow Park Elementary Sc,State House,75,Michael Grant,REP,218,630,372,0,"1,220"
Charlotte,15 - Meadow Park Elementary Sc,State House,75,David G. Jones,DEM,65,169,452,0,686
Charlotte,16 - Cultural Center of Charlo,State House,75,Michael Grant,REP,,,,,461
Charlotte,16 - Cultural Center of Charlo,State House,75,David G. Jones,DEM,61,115,226,0,402
Charlotte,17 - Cultural Center of Charlo,State House,75,Michael Grant,REP,137,296,319,0,752
Charlotte,17 - Cultural Center of Charlo,State House,75,David G. Jones,DEM,,,,,646
Charlotte,18 - Mac V. Horton West Count,State House,75,Michael Grant,REP,,,,,983
Charlotte,18 - Mac V. Horton West Count,State House,75,David G. Jones,DEM,,,,,498
Charlotte,19 - Charlotte Harbor Event an,State House,75,Michael Grant,REP,,,,,468
Charlotte,19 - Charlotte Harbor Event an,State House,75,David G. Jones,DEM,,,,,320
Charlotte,20 - Port Charlotte Beach Park,State House,75,Michael Grant,REP,,,,,"1,023"
Charlotte,20 - Port Charlotte Beach Park,State House,75,David G. Jones,DEM,71,141,304,0,516
Charlotte,21 - Meadow Park Elementary Sc,State House,75,Michael Grant,REP,77,293,196,0,566
Charlotte,21 - Meadow Park Elementary Sc,State House,75,David G. Jones,DEM,40,103,221,0,364
Charlotte,22 - Port Charlotte Middle Sch,State House,75,Michael Grant,REP,,,,,"1,753"
Charlotte,22 - Port Charlotte Middle Sch,State House,75,David G. Jones,DEM,,,,,"1,132"
Charlotte,23 - Englewood Beach Condomini,State House,75,Michael Grant,REP,148,175,225,0,548
Charlotte,23 - Englewood Beach Condomini,State House,75,David G. Jones,DEM,38,52,195,0,285
Charlotte,24 - Peace River Elementary Sc,State House,75,Michael Grant,REP,177,340,295,0,812
Charlotte,24 - Peace River Elementary Sc,State House,75,David G. Jones,DEM,,,,,580
Charlotte,25 - Mid-County Regional Libra,State House,75,Michael Grant,REP,100,485,288,0,873
Charlotte,25 - Mid-County Regional Libra,State House,75,David G. Jones,DEM,39,190,315,0,544
Charlotte,26 - Murdock Middle School,State House,75,Michael Grant,REP,86,201,185,0,472
Charlotte,26 - Murdock Middle School,State House,75,David G. Jones,DEM,62,89,185,0,336
Charlotte,27 - Mac V. Horton West County,State House,75,Michael Grant,REP,155,719,696,0,"1,570"
Charlotte,27 - Mac V. Horton West County,State House,75,David G. Jones,DEM,,,,,907
Charlotte,28 - Charlotte Harbor Event an,State House,75,Michael Grant,REP,130,546,587,0,"1,263"
Charlotte,28 - Charlotte Harbor Event an,State House,75,David G. Jones,DEM,,,,,580
Charlotte,29 - Punta Gorda Isles Civic A,State House,75,Michael Grant,REP,,,,,"2,226"
Charlotte,29 - Punta Gorda Isles Civic A,State House,75,David G. Jones,DEM,,,,,911
Charlotte,30 - Cleveland United Methodis,State House,75,Michael Grant,REP,154,239,200,0,593
Charlotte,30 - Cleveland United Methodis,State House,75,David G. Jones,DEM,,,,,242
Charlotte,31 - Cleveland Baptist Church,State House,75,Michael Grant,REP,374,749,573,0,"1,696"
Charlotte,31 - Cleveland Baptist Church,State House,75,David G. Jones,DEM,49,123,396,0,568
Charlotte,"32 - The Hive, Babcock Ranch",State House,75,Michael Grant,REP,380,233,226,0,839
Charlotte,"32 - The Hive, Babcock Ranch",State House,75,David G. Jones,DEM,,,,,460
Charlotte,33 - Myakka River Elementary S,State House,75,Michael Grant,REP,,,,,989
Charlotte,33 - Myakka River Elementary S,State House,75,David G. Jones,DEM,72,132,368,0,572
Charlotte,34 - Isles Yacht Club,State House,75,Michael Grant,REP,145,390,514,0,"1,049"
Charlotte,34 - Isles Yacht Club,State House,75,David G. Jones,DEM,,,,,495
Charlotte,35 - Punta Gorda Isles Civic A,State House,75,Michael Grant,REP,86,230,246,0,562
Charlotte,35 - Punta Gorda Isles Civic A,State House,75,David G. Jones,DEM,,,,,296
Charlotte,36 - Peace River Elementary Sc,State House,75,Michael Grant,REP,,,,,998
Charlotte,36 - Peace River Elementary Sc,State House,75,David G. Jones,DEM,75,209,513,0,797
Charlotte,38 - Port Charlotte Middle Sch,State House,75,Michael Grant,REP,167,466,332,0,965
Charlotte,38 - Port Charlotte Middle Sch,State House,75,David G. Jones,DEM,,,,,771
Charlotte,39 - Mid-County Regional Libra,State House,75,Michael Grant,REP,118,623,341,0,"1,082"
Charlotte,39 - Mid-County Regional Libra,State House,75,David G. Jones,DEM,65,236,506,0,807
Charlotte,41 - Isles Yacht Club,State House,75,Michael Grant,REP,,,,,"1,211"
Charlotte,41 - Isles Yacht Club,State House,75,David G. Jones,DEM,,,,,490
Charlotte,42 - South Punta Gorda Heights,State House,75,Michael Grant,REP,360,761,810,0,"1,931"
Charlotte,42 - South Punta Gorda Heights,State House,75,David G. Jones,DEM,,,,,831
Charlotte,43 - Meadow Park Elementary Sc,State House,75,Michael Grant,REP,201,554,428,0,"1,183"
Charlotte,43 - Meadow Park Elementary Sc,State House,75,David G. Jones,DEM,,,,,809
Charlotte,44 - Meadow Park Elementary Sc,State House,75,Michael Grant,REP,,,,,"2,158"
Charlotte,44 - Meadow Park Elementary Sc,State House,75,David G. Jones,DEM,,,,,"1,114"
Charlotte,45 - Tringali Park,State House,75,Michael Grant,REP,,,,,"1,455"
Charlotte,45 - Tringali Park,State House,75,David G. Jones,DEM,59,175,522,0,756
Charlotte,46 - Holy Trinity Greek Orthod,State House,75,Michael Grant,REP,195,676,861,0,"1,732"
Charlotte,46 - Holy Trinity Greek Orthod,State House,75,David G. Jones,DEM,46,196,786,0,"1,028"
Charlotte,47 - L.A. Ainger Middle School,State House,75,Michael Grant,REP,394,"1,789","1,322",0,"3,505"
Charlotte,47 - L.A. Ainger Middle School,State House,75,David G. Jones,DEM,77,480,"1,304",0,"1,861"
Charlotte,48 - Deep Creek Elementary Sch,State House,75,Michael Grant,REP,,,,,"1,232"
Charlotte,48 - Deep Creek Elementary Sch,State House,75,David G. Jones,DEM,79,199,543,0,821
Charlotte,49 - Deep Creek Elementary Sch,State House,75,Michael Grant,REP,132,305,297,0,734
Charlotte,49 - Deep Creek Elementary Sch,State House,75,David G. Jones,DEM,46,121,327,0,494
Charlotte,52 - Murdock Middle School,State House,75,Michael Grant,REP,348,729,572,0,"1,649"
Charlotte,52 - Murdock Middle School,State House,75,David G. Jones,DEM,,,,,"1,044"
Charlotte,53 - Tringali Park,State House,75,Michael Grant,REP,205,622,312,0,"1,139"
Charlotte,53 - Tringali Park,State House,75,David G. Jones,DEM,,,,,534
Charlotte,54 - Mid-County Regional Libra,State House,75,Michael Grant,REP,,,,,238
Charlotte,54 - Mid-County Regional Libra,State House,75,David G. Jones,DEM,,,,,143
Charlotte,55 - American Legion Post #113,State House,75,Michael Grant,REP,198,730,739,0,"1,667"
Charlotte,55 - American Legion Post #113,State House,75,David G. Jones,DEM,30,181,577,0,788
Charlotte,56 - Harold Ave. Regional Park,State House,75,Michael Grant,REP,226,450,302,0,978
Charlotte,56 - Harold Ave. Regional Park,State House,75,David G. Jones,DEM,,,,,812
Charlotte,57 - Port Charlotte Beach Park,State House,75,Michael Grant,REP,60,146,149,0,355
Charlotte,57 - Port Charlotte Beach Park,State House,75,David G. Jones,DEM,,,,,154
Charlotte,58 - Charlotte County Fairgrou,State House,75,Michael Grant,REP,,,,,"1,656"
Charlotte,58 - Charlotte County Fairgrou,State House,75,David G. Jones,DEM,,,,,795
Charlotte,60 - South County Regional Par,State House,75,Michael Grant,REP,58,158,126,0,342
Charlotte,60 - South County Regional Par,State House,75,David G. Jones,DEM,,,,,168
Charlotte,61 - Myakka River Elementary S,State House,75,Michael Grant,REP,171,408,311,0,890
Charlotte,61 - Myakka River Elementary S,State House,75,David G. Jones,DEM,39,133,226,0,398
Charlotte,63 - Holy Trinity Greek Orthod,State House,75,Michael Grant,REP,,,,,"2,522"
Charlotte,63 - Holy Trinity Greek Orthod,State House,75,David G. Jones,DEM,148,472,"1,168",0,"1,788"
Charlotte,64 - Congregational United Chu,State House,75,Michael Grant,REP,,,,,"2,147"
Charlotte,64 - Congregational United Chu,State House,75,David G. Jones,DEM,30,212,707,0,949
Charlotte,66 - South County Regional Par,State House,75,Michael Grant,REP,120,333,253,0,706
Charlotte,66 - South County Regional Par,State House,75,David G. Jones,DEM,30,103,298,0,431
Charlotte,67 - South Punta Gorda Heights,State House,75,Michael Grant,REP,,,,,170
Charlotte,67 - South Punta Gorda Heights,State House,75,David G. Jones,DEM,,,,,87
Charlotte,68 - Burnt Store Presbyterian,State House,75,Michael Grant,REP,138,390,351,0,879
Charlotte,68 - Burnt Store Presbyterian,State House,75,David G. Jones,DEM,,,,,336
Charlotte,69 - Burnt Store Presbyterian,State House,75,Michael Grant,REP,101,163,110,0,374
Charlotte,69 - Burnt Store Presbyterian,State House,75,David G. Jones,DEM,,,,,167
Charlotte,75 - Port Charlotte Middle Sch,State House,75,Michael Grant,REP,187,720,538,0,"1,445"
Charlotte,75 - Port Charlotte Middle Sch,State House,75,David G. Jones,DEM,83,276,640,0,999
Charlotte,76 - Cultural Center of Charlo,State House,75,Michael Grant,REP,64,139,94,0,297
Charlotte,76 - Cultural Center of Charlo,State House,75,David G. Jones,DEM,35,64,130,0,229
Charlotte,77 - L.A. Ainger Middle School,State House,75,Michael Grant,REP,372,"1,448","1,148",0,"2,968"
Charlotte,77 - L.A. Ainger Middle School,State House,75,David G. Jones,DEM,47,258,821,0,"1,126"
Charlotte,78 - American Legion Post #113,State House,75,Michael Grant,REP,,,,,230
Charlotte,78 - American Legion Post #113,State House,75,David G. Jones,DEM,,,,,80
Charlotte,80 - Tringali Park,State House,75,Michael Grant,REP,230,598,342,0,"1,170"
Charlotte,80 - Tringali Park,State House,75,David G. Jones,DEM,45,179,412,0,636
Charlotte,54.1 - Mid-County Regional Lib,State House,75,Michael Grant,REP,,,,,397
Charlotte,54.1 - Mid-County Regional Lib,State House,75,David G. Jones,DEM,,,,,259
